prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
267,gpt-4.1-mini,behind-left,in-front-right,0,medium,5.74,5
268,gpt-4.1-mini,behind-left,in-front-right,0,medium,3.20,5
269,gpt-4.1-mini,behind-left,right,0,medium,2.21,5
270,gpt-4.1-mini,behind-left,in-front,0,medium,4.72,5
271,gpt-4.1-mini,behind-left,in-front-right,0,medium,4.48,5
272,gpt-4.1-mini,behind-left,right,0,medium,4.12,5
273,gpt-4.1-mini,behind-left,right,0,medium,6.80,5
274,gpt-4.1-mini,behind-left,in-front-right,0,medium,2.84,5
275,gpt-4.1-mini,behind-left,in-front-left,0,medium,2.51,5
276,gpt-4.1-mini,behind-left,in-front-left,0,medium,3.30,5
277,gpt-4.1-mini,behind-left,in-front-right,0,medium,2.41,5
278,gpt-4.1-mini,behind-left,in-front,0,medium,3.80,5
279,gpt-4.1-mini,behind-left,right,0,medium,3.06,5
280,gpt-4.1-mini,behind-left,right,0,medium,4.36,5
281,gpt-4.1-mini,behind-left,right,0,medium,3.63,5
282,gpt-4.1-mini,behind-left,in-front-right,0,medium,9.91,5
283,gpt-4.1-mini,behind-left,in-front-right,0,medium,5.87,5
284,gpt-4.1-mini,behind-left,in-front,0,medium,4.36,5
285,gpt-4.1-mini,behind-left,behind,0,medium,5.00,5
286,gpt-4.1-mini,behind-left,behind,0,medium,2.98,5
287,gpt-4.1-mini,behind-left,behind,0,medium,4.04,5
288,gpt-4.1-mini,behind-left,in-front-right,0,medium,4.85,5
289,gpt-4.1-mini,behind-left,in-front-right,0,medium,4.61,5
290,gpt-4.1-mini,behind-left,in-front-right,0,medium,5.39,5
291,gpt-4.1-mini,behind-left,in-front-right,0,medium,3.91,5
292,gpt-4.1-mini,behind-left,in-front-right,0,medium,3.16,5
293,gpt-4.1-mini,behind-left,in-front,0,medium,2.88,5
294,gpt-4.1-mini,behind-left,in-front-right,0,medium,7.96,5
295,gpt-4.1-mini,behind-left,in-front-right,0,medium,11.03,5
296,gpt-4.1-mini,behind-left,behind,0,medium,4.10,5
297,gpt-4.1-mini,behind-left,right,0,medium,3.90,5
298,gpt-4.1-mini,behind-left,in-front-right,0,medium,3.35,5
299,gpt-4.1-mini,behind-left,in-front-left,0,medium,2.29,5
300,gpt-4.1-mini,behind-left,in-front-left,0,medium,6.05,5
301,gpt-4.1-mini,in-front-right,behind,0,medium,3.16,5
302,gpt-4.1-mini,in-front-right,in-front-left,0,medium,4.96,5
303,gpt-4.1-mini,in-front-right,in-front-left,0,medium,5.02,5
304,gpt-4.1-mini,in-front-right,behind,0,medium,3.06,5
305,gpt-4.1-mini,in-front-right,behind,0,medium,6.15,5
306,gpt-4.1-mini,in-front-right,left,0,medium,6.14,5
307,gpt-4.1-mini,in-front-right,left,0,medium,3.68,5
308,gpt-4.1-mini,in-front-right,left,0,medium,2.86,5
309,gpt-4.1-mini,in-front-right,behind,0,medium,3.61,5
310,gpt-4.1-mini,in-front-right,behind,0,medium,5.07,5
311,gpt-4.1-mini,in-front-right,in-front,0,medium,2.10,5
312,gpt-4.1-mini,in-front-right,in-front-left,0,medium,3.00,5
313,gpt-4.1-mini,in-front-right,right,0,medium,3.43,5
314,gpt-4.1-mini,in-front-right,in-front,0,medium,1.95,5
315,gpt-4.1-mini,in-front-right,in-front,0,medium,3.07,5
316,gpt-4.1-mini,in-front-right,behind,0,medium,4.31,5
317,gpt-4.1-mini,in-front-right,in-front,0,medium,3.26,5
318,gpt-4.1-mini,in-front-right,behind,0,medium,4.51,5
319,gpt-4.1-mini,in-front-right,left,0,medium,3.44,5
320,gpt-4.1-mini,in-front-right,right,0,medium,1.57,5
321,gpt-4.1-mini,in-front-right,behind,0,medium,5.43,5
322,gpt-4.1-mini,in-front-right,behind,0,medium,3.06,5
323,gpt-4.1-mini,in-front-right,behind,0,medium,7.34,5
324,gpt-4.1-mini,in-front-right,behind,0,medium,4.47,5
325,gpt-4.1-mini,in-front-right,in-front-left,0,medium,4.64,5
326,gpt-4.1-mini,in-front-right,left,0,medium,2.17,5
327,gpt-4.1-mini,in-front-right,left,0,medium,5.61,5
328,gpt-4.1-mini,in-front-right,in-front-right,1,medium,4.85,5
329,gpt-4.1-mini,in-front-right,behind,0,medium,2.79,5
330,gpt-4.1-mini,in-front-right,in-front-left,0,medium,3.48,5
331,gpt-4.1-mini,in-front-right,behind,0,medium,3.38,5
332,gpt-4.1-mini,in-front-right,right,0,medium,4.14,5
333,gpt-4.1-mini,in-front-right,behind,0,medium,5.14,5
334,gpt-4.1-mini,in-front-right,behind,0,medium,3.25,5
335,gpt-4.1-mini,in-front-right,in-front,0,medium,3.19,5
336,gpt-4.1-mini,in-front-right,left,0,medium,8.24,5
337,gpt-4.1-mini,in-front-right,behind,0,medium,6.64,5
338,gpt-4.1-mini,in-front-right,left,0,medium,6.10,5
339,gpt-4.1-mini,in-front-right,behind,0,medium,3.55,5
340,gpt-4.1-mini,in-front-right,in-front-left,0,medium,2.87,5
341,gpt-4.1-mini,in-front-right,behind,0,medium,2.97,5
342,gpt-4.1-mini,in-front-right,in-front-left,0,medium,5.50,5
343,gpt-4.1-mini,in-front-right,right,0,medium,1.96,5
344,gpt-4.1-mini,in-front-right,behind,0,medium,5.44,5
345,gpt-4.1-mini,in-front-right,behind,0,medium,3.79,5
346,gpt-4.1-mini,in-front-right,behind,0,medium,3.21,5
347,gpt-4.1-mini,in-front-right,in-front-left,0,medium,3.05,5
348,gpt-4.1-mini,in-front-right,right,0,medium,2.27,5
349,gpt-4.1-mini,in-front-right,behind,0,medium,5.88,5
350,gpt-4.1-mini,in-front-right,in-front,0,medium,3.11,5
351,gpt-4.1-mini,behind,in-front,0,medium,3.47,5
352,gpt-4.1-mini,behind,right,0,medium,2.52,5
353,gpt-4.1-mini,behind,left,0,medium,4.32,5
354,gpt-4.1-mini,behind,in-front-left,0,medium,3.06,5
355,gpt-4.1-mini,behind,in-front-left,0,medium,1.84,5
356,gpt-4.1-mini,behind,in-front-right,0,medium,6.79,5
357,gpt-4.1-mini,behind,in-front,0,medium,1.84,5
358,gpt-4.1-mini,behind,behind,1,medium,2.42,5
359,gpt-4.1-mini,behind,in-front-left,0,medium,5.94,5
360,gpt-4.1-mini,behind,right,0,medium,3.07,5
361,gpt-4.1-mini,behind,in-front-right,0,medium,4.11,5
362,gpt-4.1-mini,behind,in-front-right,0,medium,3.37,5
363,gpt-4.1-mini,behind,in-front-right,0,medium,2.05,5
364,gpt-4.1-mini,behind,in-front,0,medium,2.12,5
365,gpt-4.1-mini,behind,in-front,0,medium,4.61,5
366,gpt-4.1-mini,behind,left,0,medium,3.28,5
367,gpt-4.1-mini,behind,right,0,medium,5.17,5
368,gpt-4.1-mini,behind,in-front-left,0,medium,3.30,5
369,gpt-4.1-mini,behind,behind,1,medium,2.08,5
370,gpt-4.1-mini,behind,in-front-left,0,medium,3.66,5
371,gpt-4.1-mini,behind,behind,1,medium,2.38,5
372,gpt-4.1-mini,behind,behind,1,medium,2.38,5
373,gpt-4.1-mini,behind,right,0,medium,2.48,5
374,gpt-4.1-mini,behind,in-front-right,0,medium,2.05,5
375,gpt-4.1-mini,behind,in-front-left,0,medium,2.87,5
376,gpt-4.1-mini,behind,behind,1,medium,2.05,5
377,gpt-4.1-mini,behind,in-front,0,medium,3.87,5
378,gpt-4.1-mini,behind,behind,1,medium,2.53,5
379,gpt-4.1-mini,behind,left,0,medium,1.93,5
380,gpt-4.1-mini,behind,in-front-right,0,medium,2.09,5
381,gpt-4.1-mini,behind,in-front,0,medium,16.48,5
382,gpt-4.1-mini,behind,in-front-left,0,medium,3.41,5
383,gpt-4.1-mini,behind,right,0,medium,3.91,5
384,gpt-4.1-mini,behind,in-front-right,0,medium,3.80,5
385,gpt-4.1-mini,behind,left,0,medium,2.55,5
386,gpt-4.1-mini,behind,in-front-right,0,medium,5.77,5
387,gpt-4.1-mini,behind,in-front-right,0,medium,3.85,5
388,gpt-4.1-mini,behind,in-front-right,0,medium,3.83,5
389,gpt-4.1-mini,behind,in-front-right,0,medium,3.17,5
390,gpt-4.1-mini,behind,in-front-left,0,medium,2.62,5
391,gpt-4.1-mini,behind,in-front-right,0,medium,2.57,5
392,gpt-4.1-mini,behind,left,0,medium,3.62,5
393,gpt-4.1-mini,behind,in-front-left,0,medium,2.36,5
394,gpt-4.1-mini,behind,behind,1,medium,2.55,5
395,gpt-4.1-mini,behind,in-front-left,0,medium,4.65,5
396,gpt-4.1-mini,behind,behind,1,medium,4.62,5
397,gpt-4.1-mini,behind,right,0,medium,2.89,5
398,gpt-4.1-mini,behind,in-front,0,medium,3.00,5
399,gpt-4.1-mini,behind,in-front-left,0,medium,3.38,5
400,gpt-4.1-mini,behind,behind,1,medium,2.56,5
401,gpt-4.1-mini,right,in-front,0,medium,6.91,5
402,gpt-4.1-mini,right,in-front,0,medium,2.25,5
403,gpt-4.1-mini,right,in-front,0,medium,4.00,5
404,gpt-4.1-mini,right,behind,0,medium,4.20,5
405,gpt-4.1-mini,right,left,0,medium,3.23,5
406,gpt-4.1-mini,right,right,1,medium,2.91,5
407,gpt-4.1-mini,right,right,1,medium,1.93,5
408,gpt-4.1-mini,right,right,1,medium,6.29,5
409,gpt-4.1-mini,right,in-front,0,medium,4.62,5
410,gpt-4.1-mini,right,left,0,medium,6.14,5
411,gpt-4.1-mini,right,in-front,0,medium,8.42,5
412,gpt-4.1-mini,right,in-front,0,medium,3.36,5
413,gpt-4.1-mini,right,right,1,medium,1.79,5
414,gpt-4.1-mini,right,right,1,medium,7.83,5
415,gpt-4.1-mini,right,in-front,0,medium,7.75,5
416,gpt-4.1-mini,right,behind,0,medium,2.45,5
417,gpt-4.1-mini,right,in-front,0,medium,4.65,5
418,gpt-4.1-mini,right,in-front-right,0,medium,4.61,5
419,gpt-4.1-mini,right,in-front,0,medium,4.81,5
420,gpt-4.1-mini,right,in-front,0,medium,5.88,5
421,gpt-4.1-mini,right,in-front,0,medium,3.69,5
422,gpt-4.1-mini,right,left,0,medium,2.34,5
423,gpt-4.1-mini,right,in-front,0,medium,4.62,5
424,gpt-4.1-mini,right,in-front-right,0,medium,2.62,5
425,gpt-4.1-mini,right,left,0,medium,2.56,5
426,gpt-4.1-mini,right,right,1,medium,2.66,5
427,gpt-4.1-mini,right,in-front-right,0,medium,3.07,5
428,gpt-4.1-mini,right,left,0,medium,4.30,5
429,gpt-4.1-mini,right,in-front,0,medium,2.05,5
430,gpt-4.1-mini,right,right,1,medium,2.87,5
431,gpt-4.1-mini,right,behind,0,medium,10.18,5
432,gpt-4.1-mini,right,left,0,medium,4.00,5
433,gpt-4.1-mini,right,in-front,0,medium,1.93,5
434,gpt-4.1-mini,right,in-front-right,0,medium,3.63,5
435,gpt-4.1-mini,right,right,1,medium,3.23,5
436,gpt-4.1-mini,right,in-front,0,medium,4.76,5
