prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
34,gpt-4.1-mini,behind-right,in-front,0,low,2.24,5
35,gpt-4.1-mini,behind-right,in-front,0,low,1.95,5
36,gpt-4.1-mini,behind-right,left,0,low,2.21,5
37,gpt-4.1-mini,behind-right,in-front,0,low,2.09,5
38,gpt-4.1-mini,behind-right,in-front,0,low,1.94,5
39,gpt-4.1-mini,behind-right,in-front,0,low,1.83,5
40,gpt-4.1-mini,behind-right,left,0,low,2.24,5
41,gpt-4.1-mini,in-front-left,in-front,0,low,2.06,5
42,gpt-4.1-mini,in-front-left,in-front,0,low,1.56,5
43,gpt-4.1-mini,in-front-left,left,0,low,2.56,5
44,gpt-4.1-mini,in-front-left,left,0,low,2.38,5
45,gpt-4.1-mini,in-front-left,left,0,low,1.93,5
46,gpt-4.1-mini,in-front-left,in-front,0,low,2.38,5
47,gpt-4.1-mini,in-front-left,in-front,0,low,2.54,5
48,gpt-4.1-mini,in-front-left,in-front,0,low,1.84,5
49,gpt-4.1-mini,in-front-left,in-front,0,low,2.66,5
50,gpt-4.1-mini,in-front-left,left,0,low,1.87,5
51,gpt-4.1-mini,in-front-left,in-front,0,low,1.90,5
52,gpt-4.1-mini,in-front-left,in-front,0,low,2.28,5
53,gpt-4.1-mini,in-front-left,in-front,0,low,2.06,5
54,gpt-4.1-mini,in-front-left,in-front,0,low,2.53,5
55,gpt-4.1-mini,in-front-left,in-front-right,0,low,1.84,5
56,gpt-4.1-mini,in-front-left,right,0,low,3.26,5
57,gpt-4.1-mini,in-front-left,in-front,0,low,2.00,5
58,gpt-4.1-mini,in-front-left,in-front,0,low,2.14,5
59,gpt-4.1-mini,in-front-left,in-front,0,low,2.22,5
60,gpt-4.1-mini,in-front-left,in-front,0,low,2.36,5
61,gpt-4.1-mini,in-front,in-front,1,low,1.29,5
62,gpt-4.1-mini,in-front,left,0,low,1.51,5
63,gpt-4.1-mini,in-front,in-front,1,low,2.45,5
64,gpt-4.1-mini,in-front,behind,0,low,1.86,5
65,gpt-4.1-mini,in-front,in-front,1,low,1.32,5
66,gpt-4.1-mini,in-front,in-front,1,low,1.77,5
67,gpt-4.1-mini,in-front,in-front,1,low,0.81,5
68,gpt-4.1-mini,in-front,in-front,1,low,1.36,5
69,gpt-4.1-mini,in-front,in-front,1,low,1.15,5
70,gpt-4.1-mini,in-front,in-front,1,low,1.58,5
71,gpt-4.1-mini,in-front,in-front,1,low,1.07,5
72,gpt-4.1-mini,in-front,in-front,1,low,1.11,5
73,gpt-4.1-mini,in-front,in-front,1,low,1.38,5
74,gpt-4.1-mini,in-front,in-front,1,low,1.41,5
75,gpt-4.1-mini,in-front,in-front,1,low,1.62,5
76,gpt-4.1-mini,in-front,in-front,1,low,1.50,5
77,gpt-4.1-mini,in-front,in-front,1,low,1.16,5
78,gpt-4.1-mini,in-front,in-front,1,low,1.81,5
79,gpt-4.1-mini,in-front,in-front,1,low,1.12,5
80,gpt-4.1-mini,in-front,in-front,1,low,1.45,5
81,gpt-4.1-mini,left,in-front,0,low,2.84,5
82,gpt-4.1-mini,left,right,0,low,1.77,5
83,gpt-4.1-mini,left,left,1,low,1.65,5
84,gpt-4.1-mini,left,in-front,0,low,1.39,5
85,gpt-4.1-mini,left,in-front,0,low,2.38,5
86,gpt-4.1-mini,left,in-front,0,low,1.23,5
87,gpt-4.1-mini,left,left,1,low,1.54,5
88,gpt-4.1-mini,left,left,1,low,1.91,5
89,gpt-4.1-mini,left,in-front,0,low,2.00,5
90,gpt-4.1-mini,left,in-front,0,low,2.54,5
91,gpt-4.1-mini,left,left,1,low,1.26,5
92,gpt-4.1-mini,left,in-front,0,low,1.33,5
93,gpt-4.1-mini,left,in-front,0,low,1.79,5
94,gpt-4.1-mini,left,in-front,0,low,1.83,5
95,gpt-4.1-mini,left,in-front,0,low,2.10,5
96,gpt-4.1-mini,left,in-front,0,low,1.64,5
97,gpt-4.1-mini,left,in-front,0,low,2.05,5
98,gpt-4.1-mini,left,in-front,0,low,1.25,5
99,gpt-4.1-mini,left,right,0,low,4.51,5
100,gpt-4.1-mini,left,right,0,low,3.43,5
101,gpt-4.1-mini,behind,right,0,low,2.08,5
102,gpt-4.1-mini,behind,in-front,0,low,2.05,5
103,gpt-4.1-mini,behind,behind,1,low,1.48,5
104,gpt-4.1-mini,behind,in-front,0,low,5.28,5
105,gpt-4.1-mini,behind,in-front,0,low,1.99,5
106,gpt-4.1-mini,behind,behind,1,low,1.27,5
107,gpt-4.1-mini,behind,behind,1,low,1.08,5
108,gpt-4.1-mini,behind,behind,1,low,1.29,5
109,gpt-4.1-mini,behind,in-front,0,low,1.83,5
110,gpt-4.1-mini,behind,in-front,0,low,1.71,5
111,gpt-4.1-mini,behind,in-front,0,low,1.58,5
112,gpt-4.1-mini,behind,behind,1,low,0.86,5
113,gpt-4.1-mini,behind,left,0,low,1.36,5
114,gpt-4.1-mini,behind,behind,1,low,1.35,5
115,gpt-4.1-mini,behind,in-front,0,low,1.75,5
116,gpt-4.1-mini,behind,in-front,0,low,1.29,5
117,gpt-4.1-mini,behind,in-front,0,low,1.46,5
118,gpt-4.1-mini,behind,in-front,0,low,1.65,5
119,gpt-4.1-mini,behind,in-front,0,low,1.53,5
120,gpt-4.1-mini,behind,behind,1,low,1.59,5
121,gpt-4.1-mini,behind-left,left,0,low,1.55,5
122,gpt-4.1-mini,behind-left,right,0,low,2.57,5
123,gpt-4.1-mini,behind-left,in-front,0,low,1.68,5
124,gpt-4.1-mini,behind-left,behind,0,low,2.00,5
125,gpt-4.1-mini,behind-left,in-front,0,low,1.83,5
126,gpt-4.1-mini,behind-left,right,0,low,2.38,5
127,gpt-4.1-mini,behind-left,in-front,0,low,4.43,5
128,gpt-4.1-mini,behind-left,right,0,low,2.26,5
129,gpt-4.1-mini,behind-left,in-front,0,low,1.95,5
130,gpt-4.1-mini,behind-left,right,0,low,1.96,5
131,gpt-4.1-mini,behind-left,behind,0,low,2.36,5
132,gpt-4.1-mini,behind-left,in-front,0,low,1.89,5
133,gpt-4.1-mini,behind-left,behind,0,low,1.82,5
134,gpt-4.1-mini,behind-left,in-front,0,low,1.83,5
135,gpt-4.1-mini,behind-left,left,0,low,1.55,5
136,gpt-4.1-mini,behind-left,in-front,0,low,2.49,5
137,gpt-4.1-mini,behind-left,in-front,0,low,2.46,5
138,gpt-4.1-mini,behind-left,left,0,low,2.03,5
139,gpt-4.1-mini,behind-left,in-front,0,low,2.04,5
140,gpt-4.1-mini,behind-left,in-front,0,low,3.05,5
141,gpt-4.1-mini,in-front-right,right,0,low,1.43,5
142,gpt-4.1-mini,in-front-right,in-front,0,low,1.64,5
143,gpt-4.1-mini,in-front-right,in-front,0,low,2.52,5
144,gpt-4.1-mini,in-front-right,left,0,low,2.44,5
145,gpt-4.1-mini,in-front-right,in-front,0,low,1.97,5
146,gpt-4.1-mini,in-front-right,in-front,0,low,2.01,5
147,gpt-4.1-mini,in-front-right,left,0,low,1.99,5
148,gpt-4.1-mini,in-front-right,left,0,low,2.09,5
149,gpt-4.1-mini,in-front-right,in-front,0,low,1.65,5
150,gpt-4.1-mini,in-front-right,in-front,0,low,1.70,5
151,gpt-4.1-mini,in-front-right,in-front,0,low,3.02,5
152,gpt-4.1-mini,in-front-right,in-front,0,low,1.89,5
153,gpt-4.1-mini,in-front-right,right,0,low,2.51,5
154,gpt-4.1-mini,in-front-right,left,0,low,2.35,5
155,gpt-4.1-mini,in-front-right,in-front,0,low,3.64,5
156,gpt-4.1-mini,in-front-right,in-front,0,low,2.09,5
157,gpt-4.1-mini,in-front-right,in-front,0,low,2.04,5
158,gpt-4.1-mini,in-front-right,in-front,0,low,2.01,5
159,gpt-4.1-mini,in-front-right,right,0,low,1.11,5
160,gpt-4.1-mini,in-front-right,in-front,0,low,1.52,5
161,gpt-4.1-mini,behind-right,right,0,low,2.15,5
162,gpt-4.1-mini,behind-right,behind,0,low,2.23,5
163,gpt-4.1-mini,behind-right,in-front,0,low,2.74,5
164,gpt-4.1-mini,behind-right,in-front,0,low,2.40,5
165,gpt-4.1-mini,behind-right,in-front,0,low,1.59,5
166,gpt-4.1-mini,behind-right,in-front,0,low,2.19,5
167,gpt-4.1-mini,behind-right,right,0,low,2.30,5
168,gpt-4.1-mini,behind-right,in-front,0,low,1.66,5
169,gpt-4.1-mini,behind-right,behind,0,low,1.63,5
170,gpt-4.1-mini,behind-right,in-front,0,low,2.69,5
171,gpt-4.1-mini,behind-right,in-front,0,low,1.88,5
172,gpt-4.1-mini,behind-right,behind,0,low,1.54,5
173,gpt-4.1-mini,behind-right,behind,0,low,2.19,5
174,gpt-4.1-mini,behind-right,right,0,low,2.06,5
175,gpt-4.1-mini,behind-right,in-front,0,low,1.99,5
176,gpt-4.1-mini,behind-right,right,0,low,1.84,5
177,gpt-4.1-mini,behind-right,in-front,0,low,2.82,5
178,gpt-4.1-mini,behind-right,right,0,low,2.09,5
179,gpt-4.1-mini,behind-right,right,0,low,1.37,5
180,gpt-4.1-mini,behind-right,behind,0,low,2.63,5
181,gpt-4.1-mini,behind,behind,1,low,1.34,5
182,gpt-4.1-mini,behind,right,0,low,1.12,5
183,gpt-4.1-mini,behind,behind,1,low,1.62,5
184,gpt-4.1-mini,behind,left,0,low,1.91,5
185,gpt-4.1-mini,behind,in-front,0,low,1.96,5
186,gpt-4.1-mini,behind,behind,1,low,1.86,5
187,gpt-4.1-mini,behind,behind,1,low,1.83,5
188,gpt-4.1-mini,behind,right,0,low,1.99,5
189,gpt-4.1-mini,behind,in-front,0,low,1.32,5
190,gpt-4.1-mini,behind,in-front,0,low,1.41,5
191,gpt-4.1-mini,behind,in-front,0,low,2.16,5
192,gpt-4.1-mini,behind,in-front,0,low,1.97,5
193,gpt-4.1-mini,behind,in-front,0,low,1.41,5
194,gpt-4.1-mini,behind,behind,1,low,1.39,5
195,gpt-4.1-mini,behind,in-front,0,low,1.12,5
196,gpt-4.1-mini,behind,in-front,0,low,1.73,5
197,gpt-4.1-mini,behind,behind,1,low,1.29,5
198,gpt-4.1-mini,behind,left,0,low,1.64,5
199,gpt-4.1-mini,behind,behind,1,low,1.19,5
200,gpt-4.1-mini,behind,behind,1,low,2.24,5
201,gpt-4.1-mini,behind-left,in-front,0,low,2.60,5
202,gpt-4.1-mini,behind-left,in-front,0,low,2.39,5
203,gpt-4.1-mini,behind-left,in-front,0,low,2.26,5
204,gpt-4.1-mini,behind-left,in-front,0,low,2.96,5
205,gpt-4.1-mini,behind-left,in-front,0,low,2.75,5
206,gpt-4.1-mini,behind-left,in-front,0,low,2.43,5
207,gpt-4.1-mini,behind-left,behind,0,low,1.49,5
208,gpt-4.1-mini,behind-left,behind,0,low,1.77,5
209,gpt-4.1-mini,behind-left,in-front,0,low,2.17,5
210,gpt-4.1-mini,behind-left,in-front,0,low,2.67,5
211,gpt-4.1-mini,behind-left,right,0,low,1.48,5
212,gpt-4.1-mini,behind-left,in-front,0,low,2.04,5
213,gpt-4.1-mini,behind-left,in-front,0,low,2.48,5
214,gpt-4.1-mini,behind-left,right,0,low,1.86,5
215,gpt-4.1-mini,behind-left,in-front,0,low,2.24,5
216,gpt-4.1-mini,behind-left,left,0,low,1.22,5
217,gpt-4.1-mini,behind-left,behind,0,low,1.39,5
218,gpt-4.1-mini,behind-left,right,0,low,2.12,5
219,gpt-4.1-mini,behind-left,behind,0,low,1.70,5
220,gpt-4.1-mini,behind-left,in-front,0,low,2.53,5
221,gpt-4.1-mini,in-front-right,in-front,0,low,2.18,5
222,gpt-4.1-mini,in-front-right,in-front,0,low,2.62,5
223,gpt-4.1-mini,in-front-right,right,0,low,2.42,5
224,gpt-4.1-mini,in-front-right,in-front,0,low,2.65,5
225,gpt-4.1-mini,in-front-right,in-front,0,low,2.19,5
226,gpt-4.1-mini,in-front-right,in-front,0,low,2.34,5
227,gpt-4.1-mini,in-front-right,in-front,0,low,2.33,5
228,gpt-4.1-mini,in-front-right,right,0,low,2.19,5
229,gpt-4.1-mini,in-front-right,in-front,0,low,2.11,5
230,gpt-4.1-mini,in-front-right,in-front,0,low,2.25,5
231,gpt-4.1-mini,in-front-right,left,0,low,2.62,5
232,gpt-4.1-mini,in-front-right,in-front,0,low,3.10,5
233,gpt-4.1-mini,in-front-right,in-front,0,low,1.57,5
234,gpt-4.1-mini,in-front-right,in-front,0,low,1.44,5
235,gpt-4.1-mini,in-front-right,in-front,0,low,2.14,5
236,gpt-4.1-mini,in-front-right,right,0,low,2.28,5
237,gpt-4.1-mini,in-front-right,right,0,low,1.74,5
238,gpt-4.1-mini,in-front-right,in-front,0,low,1.83,5
239,gpt-4.1-mini,in-front-right,in-front,0,low,2.18,5
240,gpt-4.1-mini,in-front-right,in-front,0,low,2.64,5
241,gpt-4.1-mini,left,right,0,low,1.64,5
242,gpt-4.1-mini,left,in-front,0,low,3.35,5
243,gpt-4.1-mini,left,left,1,low,1.65,5
244,gpt-4.1-mini,left,left,1,low,1.90,5
245,gpt-4.1-mini,left,in-front,0,low,1.49,5
246,gpt-4.1-mini,left,in-front,0,low,2.05,5
247,gpt-4.1-mini,left,left,1,low,4.54,5
248,gpt-4.1-mini,left,left,1,low,2.07,5
249,gpt-4.1-mini,left,behind,0,low,1.61,5
250,gpt-4.1-mini,left,in-front,0,low,2.35,5
251,gpt-4.1-mini,left,in-front,0,low,1.96,5
252,gpt-4.1-mini,left,in-front,0,low,2.15,5
253,gpt-4.1-mini,left,in-front,0,low,3.90,5
254,gpt-4.1-mini,left,in-front,0,low,2.35,5
255,gpt-4.1-mini,left,in-front,0,low,2.01,5
256,gpt-4.1-mini,left,in-front,0,low,4.67,5
257,gpt-4.1-mini,left,in-front,0,low,1.61,5
258,gpt-4.1-mini,left,in-front,0,low,1.62,5
259,gpt-4.1-mini,left,in-front,0,low,1.43,5
260,gpt-4.1-mini,left,left,1,low,1.59,5
261,gpt-4.1-mini,in-front-left,in-front,0,low,2.37,5
262,gpt-4.1-mini,in-front-left,in-front,0,low,2.25,5
263,gpt-4.1-mini,in-front-left,left,0,low,1.89,5
264,gpt-4.1-mini,in-front-left,left,0,low,3.71,5
265,gpt-4.1-mini,in-front-left,in-front,0,low,2.19,5
266,gpt-4.1-mini,in-front-left,left,0,low,1.62,5
267,gpt-4.1-mini,in-front-left,in-front,0,low,2.21,5
268,gpt-4.1-mini,in-front-left,in-front,0,low,2.69,5
269,gpt-4.1-mini,in-front-left,in-front,0,low,3.14,5
270,gpt-4.1-mini,in-front-left,in-front,0,low,2.03,5
271,gpt-4.1-mini,in-front-left,in-front,0,low,2.02,5
272,gpt-4.1-mini,in-front-left,in-front,0,low,2.26,5
273,gpt-4.1-mini,in-front-left,in-front,0,low,6.49,5
274,gpt-4.1-mini,in-front-left,in-front,0,low,3.05,5
275,gpt-4.1-mini,in-front-left,left,0,low,2.69,5
276,gpt-4.1-mini,in-front-left,in-front,0,low,2.01,5
277,gpt-4.1-mini,in-front-left,in-front,0,low,2.05,5
278,gpt-4.1-mini,in-front-left,in-front,0,low,4.44,5
279,gpt-4.1-mini,in-front-left,in-front,0,low,1.79,5
280,gpt-4.1-mini,in-front-left,in-front,0,low,2.22,5
281,gpt-4.1-mini,right,in-front,0,low,2.15,5
282,gpt-4.1-mini,right,in-front,0,low,1.84,5
283,gpt-4.1-mini,right,in-front,0,low,1.39,5
284,gpt-4.1-mini,right,in-front,0,low,1.78,5
285,gpt-4.1-mini,right,right,1,low,1.71,5
286,gpt-4.1-mini,right,in-front,0,low,1.89,5
287,gpt-4.1-mini,right,in-front,0,low,4.66,5
288,gpt-4.1-mini,right,left,0,low,4.81,5
289,gpt-4.1-mini,right,behind,0,low,1.28,5
290,gpt-4.1-mini,right,in-front,0,low,1.70,5
291,gpt-4.1-mini,right,left,0,low,1.49,5
292,gpt-4.1-mini,right,left,0,low,1.44,5
293,gpt-4.1-mini,right,in-front,0,low,2.35,5
294,gpt-4.1-mini,right,right,1,low,2.03,5
295,gpt-4.1-mini,right,in-front,0,low,2.13,5
296,gpt-4.1-mini,right,in-front,0,low,3.06,5
297,gpt-4.1-mini,right,in-front,0,low,2.88,5
298,gpt-4.1-mini,right,in-front,0,low,2.70,5
299,gpt-4.1-mini,right,in-front,0,low,1.69,5
300,gpt-4.1-mini,right,behind,0,low,1.47,5
301,gpt-4.1-mini,in-front,in-front,1,low,1.17,5
302,gpt-4.1-mini,in-front,in-front,1,low,1.72,5
303,gpt-4.1-mini,in-front,in-front,1,low,1.43,5
304,gpt-4.1-mini,in-front,in-front,1,low,2.05,5
305,gpt-4.1-mini,in-front,in-front,1,low,1.82,5
306,gpt-4.1-mini,in-front,in-front,1,low,1.56,5
307,gpt-4.1-mini,in-front,in-front,1,low,1.83,5
308,gpt-4.1-mini,in-front,in-front,1,low,1.55,5
309,gpt-4.1-mini,in-front,in-front,1,low,1.57,5
310,gpt-4.1-mini,in-front,in-front,1,low,1.10,5
311,gpt-4.1-mini,in-front,in-front,1,low,1.45,5
312,gpt-4.1-mini,in-front,in-front,1,low,1.31,5
313,gpt-4.1-mini,in-front,in-front,1,low,1.84,5
314,gpt-4.1-mini,in-front,in-front,1,low,1.38,5
315,gpt-4.1-mini,in-front,left,0,low,2.20,5
316,gpt-4.1-mini,in-front,in-front,1,low,2.09,5
317,gpt-4.1-mini,in-front,in-front,1,low,1.70,5
318,gpt-4.1-mini,in-front,in-front,1,low,1.30,5
319,gpt-4.1-mini,in-front,in-front,1,low,2.08,5
320,gpt-4.1-mini,in-front,in-front,1,low,2.28,5
