prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,tokens_used,temperature,seed,grid_size
43,gpt-4.1-mini,behind-right,in-front,0,low,2.21,1370,0.0,42,10
44,gpt-4.1-mini,behind-right,behind,0,low,2.02,1407,0.0,42,10
45,gpt-4.1-mini,behind-right,in-front,0,low,2.02,1404,0.0,42,10
46,gpt-4.1-mini,behind-right,in-front,0,low,1.54,1345,0.0,42,10
47,gpt-4.1-mini,behind-right,right,0,low,1.74,1324,0.0,42,10
48,gpt-4.1-mini,behind-right,right,0,low,1.94,1366,0.0,42,10
49,gpt-4.1-mini,behind-right,in-front,0,low,1.33,1328,0.0,42,10
50,gpt-4.1-mini,behind-right,in-front,0,low,2.08,1395,0.0,42,10
51,gpt-4.1-mini,in-front-right,left,0,low,3.38,1592,0.0,42,10
52,gpt-4.1-mini,in-front-right,left,0,low,1.79,1352,0.0,42,10
53,gpt-4.1-mini,in-front-right,in-front,0,low,1.87,1403,0.0,42,10
54,gpt-4.1-mini,in-front-right,in-front,0,low,2.14,1393,0.0,42,10
55,gpt-4.1-mini,in-front-right,right,0,low,1.95,1325,0.0,42,10
56,gpt-4.1-mini,in-front-right,in-front,0,low,1.64,1336,0.0,42,10
57,gpt-4.1-mini,in-front-right,in-front,0,low,1.64,1339,0.0,42,10
58,gpt-4.1-mini,in-front-right,in-front,0,low,1.74,1357,0.0,42,10
59,gpt-4.1-mini,in-front-right,right,0,low,1.33,1295,0.0,42,10
60,gpt-4.1-mini,in-front-right,in-front,0,low,2.05,1365,0.0,42,10
61,gpt-4.1-mini,in-front-right,in-front,0,low,1.94,1358,0.0,42,10
62,gpt-4.1-mini,in-front-right,in-front,0,low,1.81,1368,0.0,42,10
63,gpt-4.1-mini,in-front-right,in-front,0,low,2.39,1431,0.0,42,10
64,gpt-4.1-mini,in-front-right,in-front,0,low,2.05,1399,0.0,42,10
65,gpt-4.1-mini,in-front-right,left,0,low,2.34,1460,0.0,42,10
66,gpt-4.1-mini,in-front-right,in-front,0,low,2.08,1411,0.0,42,10
67,gpt-4.1-mini,in-front-right,in-front,0,low,1.93,1388,0.0,42,10
68,gpt-4.1-mini,in-front-right,right,0,low,1.38,1309,0.0,42,10
69,gpt-4.1-mini,in-front-right,left,0,low,2.20,1420,0.0,42,10
70,gpt-4.1-mini,in-front-right,in-front,0,low,2.25,1355,0.0,42,10
71,gpt-4.1-mini,in-front-right,right,0,low,1.64,1296,0.0,42,10
72,gpt-4.1-mini,in-front-right,in-front,0,low,2.46,1384,0.0,42,10
73,gpt-4.1-mini,in-front-right,in-front-right,1,low,1.54,1303,0.0,42,10
74,gpt-4.1-mini,in-front-right,right,0,low,1.83,1348,0.0,42,10
75,gpt-4.1-mini,in-front-right,in-front,0,low,2.08,1423,0.0,42,10
76,gpt-4.1-mini,in-front-right,in-front,0,low,2.44,1412,0.0,42,10
77,gpt-4.1-mini,in-front-right,in-front,0,low,2.05,1398,0.0,42,10
78,gpt-4.1-mini,in-front-right,in-front-right,1,low,1.23,1294,0.0,42,10
79,gpt-4.1-mini,in-front-right,in-front,0,low,2.05,1392,0.0,42,10
80,gpt-4.1-mini,in-front-right,in-front,0,low,1.64,1350,0.0,42,10
81,gpt-4.1-mini,in-front-right,in-front,0,low,1.61,1327,0.0,42,10
82,gpt-4.1-mini,in-front-right,right,0,low,1.46,1315,0.0,42,10
83,gpt-4.1-mini,in-front-right,in-front,0,low,1.73,1357,0.0,42,10
84,gpt-4.1-mini,in-front-right,in-front,0,low,2.16,1407,0.0,42,10
85,gpt-4.1-mini,in-front-right,in-front,0,low,2.66,1456,0.0,42,10
86,gpt-4.1-mini,in-front-right,in-front,0,low,2.46,1408,0.0,42,10
87,gpt-4.1-mini,in-front-right,in-front,0,low,2.54,1387,0.0,42,10
88,gpt-4.1-mini,in-front-right,in-front,0,low,2.29,1412,0.0,42,10
89,gpt-4.1-mini,in-front-right,right,0,low,1.24,1283,0.0,42,10
90,gpt-4.1-mini,in-front-right,in-front-right,1,low,1.26,1294,0.0,42,10
91,gpt-4.1-mini,in-front-right,in-front-right,1,low,1.38,1303,0.0,42,10
92,gpt-4.1-mini,in-front-right,left,0,low,2.76,1494,0.0,42,10
93,gpt-4.1-mini,in-front-right,in-front,0,low,1.37,1321,0.0,42,10
94,gpt-4.1-mini,in-front-right,in-front,0,low,2.34,1451,0.0,42,10
95,gpt-4.1-mini,in-front-right,behind,0,low,1.92,1377,0.0,42,10
96,gpt-4.1-mini,in-front-right,in-front,0,low,1.64,1342,0.0,42,10
97,gpt-4.1-mini,in-front-right,in-front,0,low,1.75,1365,0.0,42,10
98,gpt-4.1-mini,in-front-right,in-front,0,low,1.83,1348,0.0,42,10
99,gpt-4.1-mini,in-front-right,in-front,0,low,1.97,1347,0.0,42,10
100,gpt-4.1-mini,in-front-right,in-front,0,low,1.89,1369,0.0,42,10
101,gpt-4.1-mini,in-front-left,left,0,low,2.01,1405,0.0,42,10
102,gpt-4.1-mini,in-front-left,behind,0,low,2.22,1394,0.0,42,10
103,gpt-4.1-mini,in-front-left,in-front,0,low,2.42,1411,0.0,42,10
104,gpt-4.1-mini,in-front-left,in-front,0,low,1.87,1342,0.0,42,10
105,gpt-4.1-mini,in-front-left,left,0,low,1.64,1343,0.0,42,10
106,gpt-4.1-mini,in-front-left,in-front,0,low,1.79,1327,0.0,42,10
107,gpt-4.1-mini,in-front-left,in-front,0,low,1.79,1353,0.0,42,10
108,gpt-4.1-mini,in-front-left,in-front,0,low,2.56,1435,0.0,42,10
109,gpt-4.1-mini,in-front-left,in-front,0,low,2.15,1411,0.0,42,10
110,gpt-4.1-mini,in-front-left,in-front,0,low,2.46,1440,0.0,42,10
111,gpt-4.1-mini,in-front-left,in-front,0,low,2.44,1438,0.0,42,10
112,gpt-4.1-mini,in-front-left,in-front,0,low,2.45,1427,0.0,42,10
113,gpt-4.1-mini,in-front-left,right,0,low,1.83,1368,0.0,42,10
114,gpt-4.1-mini,in-front-left,in-front,0,low,2.02,1377,0.0,42,10
115,gpt-4.1-mini,in-front-left,in-front-left,1,low,1.20,1280,0.0,42,10
116,gpt-4.1-mini,in-front-left,in-front,0,low,2.45,1448,0.0,42,10
117,gpt-4.1-mini,in-front-left,right,0,low,1.22,1269,0.0,42,10
118,gpt-4.1-mini,in-front-left,in-front,0,low,2.47,1429,0.0,42,10
119,gpt-4.1-mini,in-front-left,in-front,0,low,2.25,1349,0.0,42,10
120,gpt-4.1-mini,in-front-left,in-front-left,1,low,1.54,1311,0.0,42,10
121,gpt-4.1-mini,in-front-left,in-front,0,low,2.15,1390,0.0,42,10
122,gpt-4.1-mini,in-front-left,in-front,0,low,2.67,1414,0.0,42,10
123,gpt-4.1-mini,in-front-left,in-front,0,low,3.22,1486,0.0,42,10
124,gpt-4.1-mini,in-front-left,in-front,0,low,1.82,1348,0.0,42,10
125,gpt-4.1-mini,in-front-left,in-front,0,low,1.88,1335,0.0,42,10
126,gpt-4.1-mini,in-front-left,in-front,0,low,1.98,1377,0.0,42,10
127,gpt-4.1-mini,in-front-left,in-front,0,low,2.46,1428,0.0,42,10
128,gpt-4.1-mini,in-front-left,right,0,low,1.57,1325,0.0,42,10
129,gpt-4.1-mini,in-front-left,in-front,0,low,2.21,1349,0.0,42,10
130,gpt-4.1-mini,in-front-left,in-front,0,low,1.84,1348,0.0,42,10
131,gpt-4.1-mini,in-front-left,in-front,0,low,1.74,1336,0.0,42,10
132,gpt-4.1-mini,in-front-left,right,0,low,1.74,1330,0.0,42,10
133,gpt-4.1-mini,in-front-left,left,0,low,1.95,1360,0.0,42,10
134,gpt-4.1-mini,in-front-left,in-front,0,low,2.26,1409,0.0,42,10
135,gpt-4.1-mini,in-front-left,in-front,0,low,2.04,1388,0.0,42,10
136,gpt-4.1-mini,in-front-left,in-front,0,low,1.54,1315,0.0,42,10
137,gpt-4.1-mini,in-front-left,in-front,0,low,2.04,1358,0.0,42,10
138,gpt-4.1-mini,in-front-left,in-front,0,low,2.15,1402,0.0,42,10
139,gpt-4.1-mini,in-front-left,in-front,0,low,1.94,1372,0.0,42,10
140,gpt-4.1-mini,in-front-left,in-front,0,low,2.44,1420,0.0,42,10
141,gpt-4.1-mini,in-front-left,left,0,low,1.65,1327,0.0,42,10
142,gpt-4.1-mini,in-front-left,behind,0,low,2.05,1380,0.0,42,10
143,gpt-4.1-mini,in-front-left,in-front,0,low,1.64,1331,0.0,42,10
144,gpt-4.1-mini,in-front-left,left,0,low,1.77,1360,0.0,42,10
145,gpt-4.1-mini,in-front-left,in-front,0,low,2.32,1425,0.0,42,10
146,gpt-4.1-mini,in-front-left,in-front,0,low,2.25,1417,0.0,42,10
147,gpt-4.1-mini,in-front-left,in-front,0,low,2.28,1404,0.0,42,10
148,gpt-4.1-mini,in-front-left,in-front-left,1,low,1.98,1376,0.0,42,10
149,gpt-4.1-mini,in-front-left,in-front,0,low,1.98,1371,0.0,42,10
150,gpt-4.1-mini,in-front-left,in-front,0,low,2.05,1382,0.0,42,10
151,gpt-4.1-mini,behind-left,in-front,0,low,2.05,1385,0.0,42,10
152,gpt-4.1-mini,behind-left,left,0,low,1.29,1299,0.0,42,10
153,gpt-4.1-mini,behind-left,in-front,0,low,2.39,1454,0.0,42,10
154,gpt-4.1-mini,behind-left,left,0,low,2.05,1366,0.0,42,10
155,gpt-4.1-mini,behind-left,in-front,0,low,1.84,1361,0.0,42,10
156,gpt-4.1-mini,behind-left,in-front,0,low,2.31,1418,0.0,42,10
157,gpt-4.1-mini,behind-left,in-front,0,low,2.76,1414,0.0,42,10
158,gpt-4.1-mini,behind-left,in-front,0,low,1.50,1322,0.0,42,10
159,gpt-4.1-mini,behind-left,in-front,0,low,2.34,1445,0.0,42,10
160,gpt-4.1-mini,behind-left,behind,0,low,2.38,1432,0.0,42,10
161,gpt-4.1-mini,behind-left,in-front,0,low,1.55,1329,0.0,42,10
162,gpt-4.1-mini,behind-left,in-front,0,low,1.81,1364,0.0,42,10
163,gpt-4.1-mini,behind-left,behind,0,low,3.33,1538,0.0,42,10
164,gpt-4.1-mini,behind-left,in-front,0,low,2.51,1431,0.0,42,10
165,gpt-4.1-mini,behind-left,left,0,low,1.31,1296,0.0,42,10
166,gpt-4.1-mini,behind-left,right,0,low,1.86,1355,0.0,42,10
167,gpt-4.1-mini,behind-left,in-front,0,low,2.05,1384,0.0,42,10
168,gpt-4.1-mini,behind-left,left,0,low,1.31,1287,0.0,42,10
169,gpt-4.1-mini,behind-left,in-front,0,low,1.66,1334,0.0,42,10
170,gpt-4.1-mini,behind-left,left,0,low,1.51,1313,0.0,42,10
171,gpt-4.1-mini,behind-left,in-front,0,low,2.07,1391,0.0,42,10
172,gpt-4.1-mini,behind-left,in-front,0,low,2.36,1379,0.0,42,10
173,gpt-4.1-mini,behind-left,in-front,0,low,1.94,1383,0.0,42,10
174,gpt-4.1-mini,behind-left,behind,0,low,1.33,1282,0.0,42,10
175,gpt-4.1-mini,behind-left,in-front,0,low,2.32,1423,0.0,42,10
176,gpt-4.1-mini,behind-left,left,0,low,1.98,1390,0.0,42,10
177,gpt-4.1-mini,behind-left,behind,0,low,2.25,1391,0.0,42,10
178,gpt-4.1-mini,behind-left,in-front,0,low,1.95,1356,0.0,42,10
179,gpt-4.1-mini,behind-left,in-front,0,low,1.74,1343,0.0,42,10
180,gpt-4.1-mini,behind-left,in-front,0,low,2.25,1357,0.0,42,10
181,gpt-4.1-mini,behind-left,in-front,0,low,2.66,1483,0.0,42,10
182,gpt-4.1-mini,behind-left,left,0,low,1.23,1274,0.0,42,10
183,gpt-4.1-mini,behind-left,in-front,0,low,1.84,1358,0.0,42,10
184,gpt-4.1-mini,behind-left,left,0,low,2.05,1370,0.0,42,10
185,gpt-4.1-mini,behind-left,in-front,0,low,1.51,1317,0.0,42,10
186,gpt-4.1-mini,behind-left,left,0,low,1.28,1281,0.0,42,10
187,gpt-4.1-mini,behind-left,in-front,0,low,1.56,1328,0.0,42,10
188,gpt-4.1-mini,behind-left,behind,0,low,2.61,1429,0.0,42,10
189,gpt-4.1-mini,behind-left,in-front,0,low,1.95,1372,0.0,42,10
190,gpt-4.1-mini,behind-left,in-front,0,low,2.05,1363,0.0,42,10
191,gpt-4.1-mini,behind-left,left,0,low,2.25,1401,0.0,42,10
192,gpt-4.1-mini,behind-left,in-front,0,low,1.80,1349,0.0,42,10
193,gpt-4.1-mini,behind-left,in-front,0,low,2.09,1374,0.0,42,10
194,gpt-4.1-mini,behind-left,right,0,low,1.95,1362,0.0,42,10
195,gpt-4.1-mini,behind-left,right,0,low,1.64,1330,0.0,42,10
196,gpt-4.1-mini,behind-left,behind,0,low,2.25,1408,0.0,42,10
197,gpt-4.1-mini,behind-left,behind,0,low,2.05,1385,0.0,42,10
198,gpt-4.1-mini,behind-left,in-front,0,low,2.15,1408,0.0,42,10
199,gpt-4.1-mini,behind-left,left,0,low,2.15,1395,0.0,42,10
200,gpt-4.1-mini,behind-left,in-front,0,low,1.95,1378,0.0,42,10
201,gpt-4.1-mini,left,in-front,0,low,1.84,1351,0.0,42,10
202,gpt-4.1-mini,left,in-front,0,low,1.99,1360,0.0,42,10
203,gpt-4.1-mini,left,in-front,0,low,1.90,1350,0.0,42,10
204,gpt-4.1-mini,left,in-front,0,low,1.23,1290,0.0,42,10
205,gpt-4.1-mini,left,in-front,0,low,1.23,1290,0.0,42,10
206,gpt-4.1-mini,left,right,0,low,1.54,1330,0.0,42,10
207,gpt-4.1-mini,left,behind,0,low,2.36,1457,0.0,42,10
208,gpt-4.1-mini,left,in-front,0,low,1.53,1328,0.0,42,10
209,gpt-4.1-mini,left,in-front,0,low,0.85,1233,0.0,42,10
210,gpt-4.1-mini,left,left,1,low,3.99,1662,0.0,42,10
211,gpt-4.1-mini,left,behind,0,low,1.29,1281,0.0,42,10
212,gpt-4.1-mini,left,in-front,0,low,2.15,1416,0.0,42,10
213,gpt-4.1-mini,left,in-front,0,low,3.44,1570,0.0,42,10
214,gpt-4.1-mini,left,in-front,0,low,1.47,1309,0.0,42,10
215,gpt-4.1-mini,left,behind,0,low,3.07,1548,0.0,42,10
216,gpt-4.1-mini,left,right,0,low,1.35,1312,0.0,42,10
217,gpt-4.1-mini,left,in-front,0,low,1.93,1368,0.0,42,10
218,gpt-4.1-mini,left,in-front,0,low,1.43,1318,0.0,42,10
219,gpt-4.1-mini,left,in-front,0,low,1.58,1333,0.0,42,10
220,gpt-4.1-mini,left,in-front,0,low,1.39,1287,0.0,42,10
221,gpt-4.1-mini,left,left,1,low,1.33,1266,0.0,42,10
222,gpt-4.1-mini,left,in-front,0,low,2.16,1425,0.0,42,10
223,gpt-4.1-mini,left,left,1,low,1.84,1362,0.0,42,10
224,gpt-4.1-mini,left,in-front,0,low,2.11,1390,0.0,42,10
225,gpt-4.1-mini,left,left,1,low,1.29,1292,0.0,42,10
226,gpt-4.1-mini,left,in-front,0,low,1.82,1331,0.0,42,10
227,gpt-4.1-mini,left,behind-right,0,low,2.26,1439,0.0,42,10
228,gpt-4.1-mini,left,in-front,0,low,1.53,1326,0.0,42,10
229,gpt-4.1-mini,left,left,1,low,1.41,1285,0.0,42,10
230,gpt-4.1-mini,left,in-front,0,low,1.35,1302,0.0,42,10
231,gpt-4.1-mini,left,in-front,0,low,1.33,1308,0.0,42,10
232,gpt-4.1-mini,left,in-front,0,low,3.63,1604,0.0,42,10
233,gpt-4.1-mini,left,left,1,low,1.84,1342,0.0,42,10
234,gpt-4.1-mini,left,in-front,0,low,1.50,1303,0.0,42,10
235,gpt-4.1-mini,left,in-front,0,low,1.53,1317,0.0,42,10
236,gpt-4.1-mini,left,left,1,low,1.00,1251,0.0,42,10
237,gpt-4.1-mini,left,in-front,0,low,1.37,1289,0.0,42,10
238,gpt-4.1-mini,left,in-front,0,low,1.83,1309,0.0,42,10
239,gpt-4.1-mini,left,in-front,0,low,1.33,1302,0.0,42,10
240,gpt-4.1-mini,left,behind,0,low,1.54,1318,0.0,42,10
241,gpt-4.1-mini,left,in-front,0,low,2.07,1402,0.0,42,10
242,gpt-4.1-mini,left,in-front,0,low,1.92,1373,0.0,42,10
243,gpt-4.1-mini,left,left,1,low,1.75,1327,0.0,42,10
244,gpt-4.1-mini,left,right,0,low,1.77,1342,0.0,42,10
245,gpt-4.1-mini,left,right,0,low,1.81,1359,0.0,42,10
246,gpt-4.1-mini,left,left,1,low,1.23,1272,0.0,42,10
247,gpt-4.1-mini,left,right,0,low,1.64,1335,0.0,42,10
248,gpt-4.1-mini,left,in-front,0,low,1.74,1347,0.0,42,10
249,gpt-4.1-mini,left,in-front,0,low,1.64,1330,0.0,42,10
250,gpt-4.1-mini,left,left,1,low,1.23,1289,0.0,42,10
251,gpt-4.1-mini,right,right,1,low,1.13,1253,0.0,42,10
252,gpt-4.1-mini,right,right,1,low,1.13,1266,0.0,42,10
253,gpt-4.1-mini,right,in-front,0,low,2.39,1441,0.0,42,10
254,gpt-4.1-mini,right,in-front,0,low,1.60,1305,0.0,42,10
255,gpt-4.1-mini,right,right,1,low,1.23,1267,0.0,42,10
256,gpt-4.1-mini,right,in-front,0,low,2.09,1367,0.0,42,10
257,gpt-4.1-mini,right,in-front,0,low,1.80,1301,0.0,42,10
258,gpt-4.1-mini,right,in-front,0,low,1.52,1301,0.0,42,10
259,gpt-4.1-mini,right,in-front,0,low,2.37,1432,0.0,42,10
260,gpt-4.1-mini,right,in-front,0,low,1.74,1317,0.0,42,10
261,gpt-4.1-mini,right,right,1,low,0.91,1251,0.0,42,10
262,gpt-4.1-mini,right,in-front,0,low,1.59,1332,0.0,42,10
263,gpt-4.1-mini,right,behind,0,low,1.49,1302,0.0,42,10
264,gpt-4.1-mini,right,behind,0,low,2.56,1350,0.0,42,10
265,gpt-4.1-mini,right,in-front,0,low,1.84,1363,0.0,42,10
266,gpt-4.1-mini,right,left,0,low,1.44,1316,0.0,42,10
267,gpt-4.1-mini,right,in-front,0,low,2.25,1420,0.0,42,10
268,gpt-4.1-mini,right,left,0,low,1.33,1286,0.0,42,10
269,gpt-4.1-mini,right,left,0,low,2.60,1459,0.0,42,10
270,gpt-4.1-mini,right,right,1,low,1.59,1331,0.0,42,10
271,gpt-4.1-mini,right,left,0,low,1.43,1311,0.0,42,10
272,gpt-4.1-mini,right,in-front,0,low,1.54,1315,0.0,42,10
273,gpt-4.1-mini,right,behind,0,low,1.64,1309,0.0,42,10
274,gpt-4.1-mini,right,in-front,0,low,1.64,1323,0.0,42,10
275,gpt-4.1-mini,right,in-front,0,low,1.43,1315,0.0,42,10
276,gpt-4.1-mini,right,behind,0,low,1.43,1292,0.0,42,10
277,gpt-4.1-mini,right,in-front-left,0,low,2.26,1394,0.0,42,10
278,gpt-4.1-mini,right,in-front,0,low,1.94,1341,0.0,42,10
279,gpt-4.1-mini,right,right,1,low,1.13,1248,0.0,42,10
280,gpt-4.1-mini,right,right,1,low,1.33,1275,0.0,42,10
281,gpt-4.1-mini,right,in-front,0,low,1.54,1339,0.0,42,10
282,gpt-4.1-mini,right,in-front,0,low,1.94,1376,0.0,42,10
283,gpt-4.1-mini,right,left,0,low,3.73,1556,0.0,42,10
284,gpt-4.1-mini,right,right,1,low,1.09,1268,0.0,42,10
285,gpt-4.1-mini,right,behind,0,low,1.23,1286,0.0,42,10
286,gpt-4.1-mini,right,in-front,0,low,1.53,1324,0.0,42,10
287,gpt-4.1-mini,right,in-front,0,low,1.95,1368,0.0,42,10
288,gpt-4.1-mini,right,in-front,0,low,2.11,1421,0.0,42,10
289,gpt-4.1-mini,right,in-front,0,low,1.79,1332,0.0,42,10
290,gpt-4.1-mini,right,in-front,0,low,1.62,1338,0.0,42,10
291,gpt-4.1-mini,right,in-front,0,low,1.64,1345,0.0,42,10
292,gpt-4.1-mini,right,left,0,low,3.32,1570,0.0,42,10
293,gpt-4.1-mini,right,right,1,low,1.49,1315,0.0,42,10
294,gpt-4.1-mini,right,in-front,0,low,1.95,1346,0.0,42,10
295,gpt-4.1-mini,right,right,1,low,1.02,1247,0.0,42,10
296,gpt-4.1-mini,right,right,1,low,0.94,1253,0.0,42,10
297,gpt-4.1-mini,right,right,1,low,1.30,1261,0.0,42,10
298,gpt-4.1-mini,right,right,1,low,0.90,1251,0.0,42,10
299,gpt-4.1-mini,right,in-front,0,low,1.36,1295,0.0,42,10
300,gpt-4.1-mini,right,right,1,low,0.92,1234,0.0,42,10
301,gpt-4.1-mini,behind,in-front,0,low,1.33,1295,0.0,42,10
302,gpt-4.1-mini,behind,behind,1,low,1.04,1258,0.0,42,10
303,gpt-4.1-mini,behind,behind,1,low,1.53,1325,0.0,42,10
304,gpt-4.1-mini,behind,in-front,0,low,1.43,1279,0.0,42,10
305,gpt-4.1-mini,behind,behind,1,low,1.74,1328,0.0,42,10
306,gpt-4.1-mini,behind,left,0,low,1.54,1328,0.0,42,10
307,gpt-4.1-mini,behind,behind,1,low,1.23,1269,0.0,42,10
308,gpt-4.1-mini,behind,left,0,low,1.33,1295,0.0,42,10
309,gpt-4.1-mini,behind,behind,1,low,1.02,1256,0.0,42,10
310,gpt-4.1-mini,behind,in-front,0,low,1.43,1294,0.0,42,10
311,gpt-4.1-mini,behind,in-front,0,low,2.32,1435,0.0,42,10
312,gpt-4.1-mini,behind,behind,1,low,1.36,1265,0.0,42,10
313,gpt-4.1-mini,behind,in-front,0,low,1.64,1320,0.0,42,10
314,gpt-4.1-mini,behind,in-front,0,low,1.33,1299,0.0,42,10
315,gpt-4.1-mini,behind,in-front,0,low,1.54,1331,0.0,42,10
316,gpt-4.1-mini,behind,in-front,0,low,1.17,1274,0.0,42,10
317,gpt-4.1-mini,behind,in-front,0,low,1.71,1362,0.0,42,10
318,gpt-4.1-mini,behind,behind,1,low,1.43,1324,0.0,42,10
319,gpt-4.1-mini,behind,in-front,0,low,1.31,1292,0.0,42,10
320,gpt-4.1-mini,behind,left,0,low,1.02,1254,0.0,42,10
321,gpt-4.1-mini,behind,in-front,0,low,1.34,1296,0.0,42,10
322,gpt-4.1-mini,behind,in-front,0,low,1.84,1333,0.0,42,10
323,gpt-4.1-mini,behind,in-front,0,low,1.43,1298,0.0,42,10
324,gpt-4.1-mini,behind,in-front,0,low,1.43,1309,0.0,42,10
325,gpt-4.1-mini,behind,behind,1,low,1.02,1251,0.0,42,10
326,gpt-4.1-mini,behind,in-front,0,low,1.33,1273,0.0,42,10
327,gpt-4.1-mini,behind,in-front,0,low,1.64,1300,0.0,42,10
328,gpt-4.1-mini,behind,in-front,0,low,1.64,1326,0.0,42,10
329,gpt-4.1-mini,behind,left,0,low,1.84,1351,0.0,42,10
330,gpt-4.1-mini,behind,right,0,low,1.34,1261,0.0,42,10
331,gpt-4.1-mini,behind,in-front,0,low,1.53,1305,0.0,42,10
332,gpt-4.1-mini,behind,behind,1,low,0.92,1239,0.0,42,10
333,gpt-4.1-mini,behind,behind,1,low,1.43,1298,0.0,42,10
334,gpt-4.1-mini,behind,in-front,0,low,1.54,1317,0.0,42,10
335,gpt-4.1-mini,behind,behind,1,low,1.13,1251,0.0,42,10
336,gpt-4.1-mini,behind,in-front,0,low,1.13,1283,0.0,42,10
337,gpt-4.1-mini,behind,in-front,0,low,1.54,1292,0.0,42,10
338,gpt-4.1-mini,behind,behind,1,low,1.33,1288,0.0,42,10
339,gpt-4.1-mini,behind,behind,1,low,1.33,1293,0.0,42,10
340,gpt-4.1-mini,behind,behind,1,low,1.41,1318,0.0,42,10
341,gpt-4.1-mini,behind,behind,1,low,1.38,1266,0.0,42,10
342,gpt-4.1-mini,behind,behind,1,low,1.07,1270,0.0,42,10
343,gpt-4.1-mini,behind,in-front,0,low,1.67,1290,0.0,42,10
344,gpt-4.1-mini,behind,behind,1,low,1.23,1288,0.0,42,10
345,gpt-4.1-mini,behind,in-front,0,low,1.42,1310,0.0,42,10
346,gpt-4.1-mini,behind,behind,1,low,1.65,1336,0.0,42,10
347,gpt-4.1-mini,behind,behind,1,low,0.92,1243,0.0,42,10
348,gpt-4.1-mini,behind,in-front,0,low,1.94,1368,0.0,42,10
349,gpt-4.1-mini,behind,in-front,0,low,1.57,1328,0.0,42,10
350,gpt-4.1-mini,behind,in-front,0,low,2.33,1423,0.0,42,10
351,gpt-4.1-mini,in-front,in-front,1,low,0.92,1239,0.0,42,10
