prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,tokens_used,temperature,seed,grid_size
178,o4-mini,behind-left,behind-left,1,medium,6.32,1928,0.0,42,10
179,o4-mini,behind-left,behind-right,0,medium,7.15,2050,0.0,42,10
180,o4-mini,behind-left,behind-left,1,medium,11.29,2308,0.0,42,10
181,o4-mini,behind-left,behind-left,1,medium,16.81,2245,0.0,42,10
182,o4-mini,behind-left,behind-left,1,medium,10.87,1924,0.0,42,10
183,o4-mini,behind-left,behind-left,1,medium,8.13,2120,0.0,42,10
184,o4-mini,behind-left,behind-left,1,medium,10.14,1796,0.0,42,10
185,o4-mini,behind-left,behind-left,1,medium,11.34,1922,0.0,42,10
186,o4-mini,behind-left,behind-left,1,medium,11.30,2180,0.0,42,10
187,o4-mini,behind-left,behind-left,1,medium,7.67,1924,0.0,42,10
188,o4-mini,behind-left,behind-left,1,medium,9.43,2120,0.0,42,10
189,o4-mini,behind-left,behind-left,1,medium,14.12,1926,0.0,42,10
190,o4-mini,behind-left,behind-left,1,medium,21.31,2948,0.0,42,10
191,o4-mini,behind-left,left,0,medium,44.46,3392,0.0,42,10
192,o4-mini,behind-left,behind-left,1,medium,13.78,2248,0.0,42,10
193,o4-mini,behind-left,behind-left,1,medium,8.73,2242,0.0,42,10
194,o4-mini,behind-left,behind-left,1,medium,4.87,1736,0.0,42,10
195,o4-mini,behind-left,behind-left,1,medium,7.25,1864,0.0,42,10
196,o4-mini,behind-left,behind-left,1,medium,5.11,1734,0.0,42,10
197,o4-mini,behind-left,behind-left,1,medium,11.64,2304,0.0,42,10
198,o4-mini,behind-left,behind-left,1,medium,7.95,2114,0.0,42,10
199,o4-mini,behind-left,behind-left,1,medium,8.23,2052,0.0,42,10
200,o4-mini,behind-left,behind-left,1,medium,8.23,2054,0.0,42,10
201,o4-mini,right,right,1,medium,9.56,2182,0.0,42,10
202,o4-mini,right,right,1,medium,17.63,3140,0.0,42,10
203,o4-mini,right,right,1,medium,8.29,1990,0.0,42,10
204,o4-mini,right,right,1,medium,12.70,2244,0.0,42,10
205,o4-mini,right,right,1,medium,11.67,2050,0.0,42,10
206,o4-mini,right,right,1,medium,12.90,1982,0.0,42,10
207,o4-mini,right,right,1,medium,16.57,2242,0.0,42,10
208,o4-mini,right,right,1,medium,10.51,1982,0.0,42,10
209,o4-mini,right,right,1,medium,23.09,2564,0.0,42,10
210,o4-mini,right,right,1,medium,20.69,2310,0.0,42,10
211,o4-mini,right,right,1,medium,18.08,2182,0.0,42,10
212,o4-mini,right,right,1,medium,32.66,2630,0.0,42,10
213,o4-mini,right,right,1,medium,8.57,1666,0.0,42,10
214,o4-mini,right,right,1,medium,9.70,1926,0.0,42,10
215,o4-mini,right,right,1,medium,8.50,1794,0.0,42,10
216,o4-mini,right,right,1,medium,8.74,2114,0.0,42,10
217,o4-mini,right,right,1,medium,8.61,1858,0.0,42,10
218,o4-mini,right,right,1,medium,14.95,2054,0.0,42,10
219,o4-mini,right,right,1,medium,12.61,2114,0.0,42,10
220,o4-mini,right,right,1,medium,8.23,1606,0.0,42,10
221,o4-mini,right,right,1,medium,9.74,1918,0.0,42,10
222,o4-mini,right,right,1,medium,14.89,2818,0.0,42,10
223,o4-mini,right,right,1,medium,9.67,2178,0.0,42,10
224,o4-mini,right,right,1,medium,5.22,1734,0.0,42,10
225,o4-mini,right,right,1,medium,5.94,1798,0.0,42,10
226,o4-mini,right,right,1,medium,9.24,2114,0.0,42,10
227,o4-mini,right,right,1,medium,8.68,2048,0.0,42,10
228,o4-mini,right,right,1,medium,12.41,2434,0.0,42,10
229,o4-mini,right,right,1,medium,7.87,1926,0.0,42,10
230,o4-mini,right,right,1,medium,7.17,1926,0.0,42,10
231,o4-mini,right,right,1,medium,7.70,1860,0.0,42,10
232,o4-mini,right,right,1,medium,11.75,2370,0.0,42,10
233,o4-mini,right,right,1,medium,9.83,2174,0.0,42,10
234,o4-mini,right,right,1,medium,13.49,2370,0.0,42,10
235,o4-mini,right,right,1,medium,10.75,2178,0.0,42,10
236,o4-mini,right,right,1,medium,8.42,2054,0.0,42,10
237,o4-mini,right,right,1,medium,10.34,2050,0.0,42,10
238,o4-mini,right,right,1,medium,6.45,1734,0.0,42,10
239,o4-mini,right,right,1,medium,11.98,2370,0.0,42,10
240,o4-mini,right,right,1,medium,8.81,2114,0.0,42,10
241,o4-mini,right,right,1,medium,4.71,1606,0.0,42,10
242,o4-mini,right,right,1,medium,8.81,2050,0.0,42,10
243,o4-mini,right,right,1,medium,11.26,2114,0.0,42,10
244,o4-mini,right,right,1,medium,5.25,1790,0.0,42,10
245,o4-mini,right,right,1,medium,5.45,1798,0.0,42,10
246,o4-mini,right,right,1,medium,7.94,2118,0.0,42,10
247,o4-mini,right,right,1,medium,6.82,1926,0.0,42,10
248,o4-mini,right,right,1,medium,7.51,2118,0.0,42,10
249,o4-mini,right,right,1,medium,6.93,1922,0.0,42,10
250,o4-mini,right,right,1,medium,6.08,1858,0.0,42,10
251,o4-mini,behind,behind,1,medium,8.50,2116,0.0,42,10
252,o4-mini,behind,behind,1,medium,10.06,2052,0.0,42,10
253,o4-mini,behind,behind,1,medium,15.23,2242,0.0,42,10
254,o4-mini,behind,behind,1,medium,8.92,2054,0.0,42,10
255,o4-mini,behind,behind,1,medium,5.30,1794,0.0,42,10
256,o4-mini,behind,behind,1,medium,10.28,2306,0.0,42,10
257,o4-mini,behind,behind,1,medium,6.84,1792,0.0,42,10
258,o4-mini,behind,behind,1,medium,8.91,1922,0.0,42,10
259,o4-mini,behind,behind,1,medium,6.04,1858,0.0,42,10
260,o4-mini,behind,behind,1,medium,8.44,2054,0.0,42,10
261,o4-mini,behind,behind,1,medium,20.13,2626,0.0,42,10
262,o4-mini,behind,behind,1,medium,15.05,2630,0.0,42,10
263,o4-mini,behind,behind,1,medium,11.88,2438,0.0,42,10
264,o4-mini,behind,behind,1,medium,12.59,2112,0.0,42,10
265,o4-mini,behind,behind,1,medium,9.12,2114,0.0,42,10
266,o4-mini,behind,behind,1,medium,7.58,1862,0.0,42,10
267,o4-mini,behind,behind,1,medium,7.12,1990,0.0,42,10
268,o4-mini,behind,behind,1,medium,9.47,2306,0.0,42,10
269,o4-mini,behind,behind,1,medium,12.39,2500,0.0,42,10
270,o4-mini,behind,behind,1,medium,12.94,2174,0.0,42,10
271,o4-mini,behind,behind,1,medium,6.62,1922,0.0,42,10
272,o4-mini,behind,behind,1,medium,22.12,2306,0.0,42,10
273,o4-mini,behind,behind,1,medium,13.83,1858,0.0,42,10
274,o4-mini,behind,behind,1,medium,11.46,2308,0.0,42,10
275,o4-mini,behind,behind,1,medium,15.87,1926,0.0,42,10
276,o4-mini,behind,behind,1,medium,28.57,2630,0.0,42,10
277,o4-mini,behind,behind,1,medium,8.39,2116,0.0,42,10
278,o4-mini,behind,behind,1,medium,8.81,2246,0.0,42,10
279,o4-mini,behind,behind,1,medium,6.14,1922,0.0,42,10
280,o4-mini,behind,behind,1,medium,21.92,2176,0.0,42,10
281,o4-mini,behind,behind,1,medium,39.42,2438,0.0,42,10
282,o4-mini,behind,behind,1,medium,28.69,2054,0.0,42,10
283,o4-mini,behind,behind,1,medium,10.32,2052,0.0,42,10
284,o4-mini,behind,behind,1,medium,18.92,1860,0.0,42,10
285,o4-mini,behind,behind,1,medium,7.80,1990,0.0,42,10
286,o4-mini,behind,behind,1,medium,7.56,2114,0.0,42,10
287,o4-mini,behind,behind,1,medium,6.88,1860,0.0,42,10
288,o4-mini,behind,behind,1,medium,7.79,1794,0.0,42,10
289,o4-mini,behind,behind,1,medium,11.35,1728,0.0,42,10
290,o4-mini,behind,behind,1,medium,14.96,2564,0.0,42,10
291,o4-mini,behind,behind,1,medium,9.83,2306,0.0,42,10
292,o4-mini,behind,behind,1,medium,15.61,2694,0.0,42,10
293,o4-mini,behind,behind,1,medium,3.74,1538,0.0,42,10
294,o4-mini,behind,behind,1,medium,9.55,2308,0.0,42,10
295,o4-mini,behind,behind,1,medium,13.76,2306,0.0,42,10
296,o4-mini,behind,behind,1,medium,10.07,2306,0.0,42,10
297,o4-mini,behind,behind,1,medium,9.23,2114,0.0,42,10
298,o4-mini,behind,behind,1,medium,7.98,2116,0.0,42,10
299,o4-mini,behind,behind,1,medium,7.11,2052,0.0,42,10
300,o4-mini,behind,behind,1,medium,13.68,2686,0.0,42,10
301,o4-mini,left,left,1,medium,8.19,1984,0.0,42,10
302,o4-mini,left,in-front-left,0,medium,15.15,2890,0.0,42,10
303,o4-mini,left,left,1,medium,28.58,2306,0.0,42,10
304,o4-mini,left,left,1,medium,10.60,1926,0.0,42,10
305,o4-mini,left,left,1,medium,36.42,2242,0.0,42,10
306,o4-mini,left,left,1,medium,48.26,2178,0.0,42,10
307,o4-mini,left,left,1,medium,23.25,1986,0.0,42,10
308,o4-mini,left,left,1,medium,8.48,2182,0.0,42,10
309,o4-mini,left,right,0,medium,10.14,2374,0.0,42,10
310,o4-mini,left,left,1,medium,10.03,2246,0.0,42,10
311,o4-mini,left,left,1,medium,11.25,1986,0.0,42,10
312,o4-mini,left,left,1,medium,8.21,1922,0.0,42,10
313,o4-mini,left,left,1,medium,10.14,2118,0.0,42,10
314,o4-mini,left,left,1,medium,9.78,2178,0.0,42,10
315,o4-mini,left,left,1,medium,8.45,1986,0.0,42,10
316,o4-mini,left,left,1,medium,11.88,2498,0.0,42,10
317,o4-mini,left,left,1,medium,7.58,1794,0.0,42,10
318,o4-mini,left,left,1,medium,13.11,2242,0.0,42,10
319,o4-mini,left,left,1,medium,16.69,3010,0.0,42,10
320,o4-mini,left,left,1,medium,19.36,2050,0.0,42,10
321,o4-mini,left,left,1,medium,6.65,1988,0.0,42,10
322,o4-mini,left,left,1,medium,12.40,2374,0.0,42,10
323,o4-mini,left,left,1,medium,10.23,2110,0.0,42,10
324,o4-mini,left,left,1,medium,5.54,1794,0.0,42,10
325,o4-mini,left,left,1,medium,7.06,1926,0.0,42,10
326,o4-mini,left,left,1,medium,9.46,2114,0.0,42,10
327,o4-mini,left,left,1,medium,12.46,2562,0.0,42,10
328,o4-mini,left,left,1,medium,9.52,2050,0.0,42,10
329,o4-mini,left,left,1,medium,9.89,2110,0.0,42,10
330,o4-mini,left,left,1,medium,10.39,2114,0.0,42,10
331,o4-mini,left,left,1,medium,6.96,1862,0.0,42,10
332,o4-mini,left,left,1,medium,47.45,2562,0.0,42,10
333,o4-mini,left,left,1,medium,9.89,2112,0.0,42,10
334,o4-mini,left,left,1,medium,4.81,1606,0.0,42,10
335,o4-mini,left,left,1,medium,6.25,1792,0.0,42,10
336,o4-mini,left,left,1,medium,17.35,2630,0.0,42,10
337,o4-mini,left,left,1,medium,14.09,2182,0.0,42,10
338,o4-mini,left,left,1,medium,19.97,2182,0.0,42,10
339,o4-mini,left,left,1,medium,16.08,1990,0.0,42,10
340,o4-mini,left,left,1,medium,17.72,1986,0.0,42,10
341,o4-mini,left,left,1,medium,9.51,2050,0.0,42,10
342,o4-mini,left,left,1,medium,11.17,2054,0.0,42,10
343,o4-mini,left,left,1,medium,13.00,2246,0.0,42,10
344,o4-mini,left,left,1,medium,7.75,1986,0.0,42,10
345,o4-mini,left,left,1,medium,10.59,2246,0.0,42,10
346,o4-mini,left,left,1,medium,12.38,2370,0.0,42,10
347,o4-mini,left,left,1,medium,7.37,1922,0.0,42,10
348,o4-mini,left,left,1,medium,9.22,1990,0.0,42,10
349,o4-mini,left,left,1,medium,12.90,2438,0.0,42,10
350,o4-mini,left,left,1,medium,7.57,2118,0.0,42,10
351,o4-mini,in-front,in-front,1,medium,14.56,2952,0.0,42,10
352,o4-mini,in-front,in-front,1,medium,10.70,2500,0.0,42,10
353,o4-mini,in-front,in-front,1,medium,13.64,2504,0.0,42,10
354,o4-mini,in-front,in-front,1,medium,9.14,1992,0.0,42,10
355,o4-mini,in-front,in-front,1,medium,16.79,2118,0.0,42,10
356,o4-mini,in-front,in-front,1,medium,16.39,2248,0.0,42,10
357,o4-mini,in-front,in-front,1,medium,7.17,1922,0.0,42,10
358,o4-mini,in-front,in-front,1,medium,14.54,2184,0.0,42,10
359,o4-mini,in-front,in-front,1,medium,20.68,2692,0.0,42,10
360,o4-mini,in-front,in-front,1,medium,7.89,2054,0.0,42,10
361,o4-mini,in-front,in-front,1,medium,11.98,2054,0.0,42,10
362,o4-mini,in-front,in-front,1,medium,10.70,2180,0.0,42,10
363,o4-mini,in-front,in-front,1,medium,9.51,2178,0.0,42,10
364,o4-mini,in-front,in-front,1,medium,6.93,1992,0.0,42,10
365,o4-mini,in-front,in-front,1,medium,8.50,2248,0.0,42,10
366,o4-mini,in-front,in-front,1,medium,12.20,2118,0.0,42,10
367,o4-mini,in-front,in-front,1,medium,10.23,1796,0.0,42,10
368,o4-mini,in-front,in-front,1,medium,9.42,2246,0.0,42,10
369,o4-mini,in-front,in-front,1,medium,12.09,2438,0.0,42,10
370,o4-mini,in-front,in-front,1,medium,6.86,1864,0.0,42,10
371,o4-mini,in-front,in-front,1,medium,10.96,2434,0.0,42,10
372,o4-mini,in-front,in-front,1,medium,10.50,2502,0.0,42,10
373,o4-mini,in-front,in-front,1,medium,8.64,2244,0.0,42,10
374,o4-mini,in-front,in-front,1,medium,6.62,1990,0.0,42,10
375,o4-mini,in-front,in-front,1,medium,8.22,1862,0.0,42,10
376,o4-mini,in-front,in-front,1,medium,16.49,2374,0.0,42,10
377,o4-mini,in-front,in-front,1,medium,12.69,2120,0.0,42,10
378,o4-mini,in-front,in-front,1,medium,14.03,2118,0.0,42,10
379,o4-mini,in-front,in-front,1,medium,10.99,1926,0.0,42,10
380,o4-mini,in-front,in-front,1,medium,6.93,1928,0.0,42,10
381,o4-mini,in-front,in-front,1,medium,8.71,2178,0.0,42,10
382,o4-mini,in-front,in-front,1,medium,6.14,1864,0.0,42,10
383,o4-mini,in-front,in-front,1,medium,13.31,2440,0.0,42,10
