prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
95,deepSeek-v3,in-front-left,in-front,0,medium,8.76,5
96,deepSeek-v3,in-front-left,in-front-right,0,medium,19.10,5
97,deepSeek-v3,in-front-left,left,0,medium,6.42,5
98,deepSeek-v3,in-front-left,in-front,0,medium,5.04,5
99,deepSeek-v3,in-front-left,behind,0,medium,39.10,5
100,deepSeek-v3,in-front-left,behind,0,medium,6.31,5
101,deepSeek-v3,behind-right,error,0,medium,60.17,5
102,deepSeek-v3,behind-right,in-front,0,medium,5.00,5
103,deepSeek-v3,behind-right,right,0,medium,36.87,5
104,deepSeek-v3,behind-right,right,0,medium,34.20,5
105,deepSeek-v3,behind-right,in-front,0,medium,7.27,5
106,deepSeek-v3,behind-right,right,0,medium,7.57,5
107,deepSeek-v3,behind-right,in-front,0,medium,5.70,5
108,deepSeek-v3,behind-right,left,0,medium,7.35,5
109,deepSeek-v3,behind-right,right,0,medium,9.69,5
110,deepSeek-v3,behind-right,behind,0,medium,13.71,5
111,deepSeek-v3,behind-right,in-front,0,medium,8.88,5
112,deepSeek-v3,behind-right,left,0,medium,9.07,5
113,deepSeek-v3,behind-right,left,0,medium,7.89,5
114,deepSeek-v3,behind-right,in-front,0,medium,7.05,5
115,deepSeek-v3,behind-right,right,0,medium,35.15,5
116,deepSeek-v3,behind-right,left,0,medium,7.47,5
117,deepSeek-v3,behind-right,incorrect prompt,0,medium,7.72,5
118,deepSeek-v3,behind-right,left,0,medium,12.54,5
119,deepSeek-v3,behind-right,in-front,0,medium,13.09,5
120,deepSeek-v3,behind-right,left,0,medium,11.49,5
121,deepSeek-v3,behind-right,in-front-left,0,medium,10.35,5
122,deepSeek-v3,behind-right,in-front,0,medium,13.27,5
123,deepSeek-v3,behind-right,behind,0,medium,9.35,5
124,deepSeek-v3,behind-right,in-front-left,0,medium,7.74,5
125,deepSeek-v3,behind-right,right,0,medium,7.89,5
126,deepSeek-v3,behind-right,in-front,0,medium,8.80,5
127,deepSeek-v3,behind-right,right,0,medium,42.11,5
128,deepSeek-v3,behind-right,in-front-left,0,medium,4.74,5
129,deepSeek-v3,behind-right,in-front-left,0,medium,12.15,5
130,deepSeek-v3,behind-right,in-front,0,medium,8.32,5
131,deepSeek-v3,behind-right,in-front,0,medium,14.93,5
132,deepSeek-v3,behind-right,in-front,0,medium,10.30,5
133,deepSeek-v3,behind-right,in-front-right,0,medium,8.42,5
134,deepSeek-v3,behind-right,left,0,medium,12.61,5
135,deepSeek-v3,behind-right,left,0,medium,6.50,5
136,deepSeek-v3,behind-right,in-front,0,medium,8.38,5
137,deepSeek-v3,behind-right,in-front-right,0,medium,4.52,5
138,deepSeek-v3,behind-right,left,0,medium,10.07,5
139,deepSeek-v3,behind-right,in-front,0,medium,8.48,5
140,deepSeek-v3,behind-right,in-front,0,medium,8.05,5
141,deepSeek-v3,behind-right,left,0,medium,9.18,5
142,deepSeek-v3,behind-right,in-front,0,medium,8.91,5
143,deepSeek-v3,behind-right,in-front,0,medium,11.47,5
144,deepSeek-v3,behind-right,in-front,0,medium,7.44,5
145,deepSeek-v3,behind-right,in-front,0,medium,8.12,5
146,deepSeek-v3,behind-right,left,0,medium,6.96,5
147,deepSeek-v3,behind-right,in-front,0,medium,11.07,5
148,deepSeek-v3,behind-right,in-front,0,medium,8.29,5
149,deepSeek-v3,behind-right,right,0,medium,9.30,5
150,deepSeek-v3,behind-right,in-front,0,medium,10.26,5
151,deepSeek-v3,right,left,0,medium,7.78,5
152,deepSeek-v3,right,left,0,medium,6.55,5
153,deepSeek-v3,right,left,0,medium,8.82,5
154,deepSeek-v3,right,behind,0,medium,17.74,5
155,deepSeek-v3,right,left,0,medium,21.91,5
156,deepSeek-v3,right,in-front,0,medium,14.62,5
157,deepSeek-v3,right,error,0,medium,60.18,5
158,deepSeek-v3,right,left,0,medium,5.56,5
159,deepSeek-v3,right,behind,0,medium,36.02,5
160,deepSeek-v3,right,right,1,medium,57.48,5
161,deepSeek-v3,right,in-front,0,medium,9.52,5
162,deepSeek-v3,right,right,1,medium,19.26,5
163,deepSeek-v3,right,right,1,medium,11.00,5
164,deepSeek-v3,right,in-front,0,medium,11.11,5
165,deepSeek-v3,right,in-front-left,0,medium,12.77,5
166,deepSeek-v3,right,left,0,medium,24.10,5
167,deepSeek-v3,right,in-front,0,medium,13.41,5
168,deepSeek-v3,right,behind,0,medium,16.38,5
169,deepSeek-v3,right,in-front-left,0,medium,9.85,5
170,deepSeek-v3,right,left,0,medium,7.66,5
171,deepSeek-v3,right,behind,0,medium,14.38,5
172,deepSeek-v3,right,left,0,medium,9.67,5
173,deepSeek-v3,right,left,0,medium,6.45,5
174,deepSeek-v3,right,behind,0,medium,8.91,5
175,deepSeek-v3,right,in-front,0,medium,5.29,5
176,deepSeek-v3,right,right,1,medium,9.33,5
177,deepSeek-v3,right,right,1,medium,11.01,5
178,deepSeek-v3,right,behind,0,medium,24.04,5
179,deepSeek-v3,right,in-front-left,0,medium,17.64,5
180,deepSeek-v3,right,left,0,medium,6.73,5
181,deepSeek-v3,right,in-front,0,medium,10.34,5
182,deepSeek-v3,right,right,1,medium,27.29,5
183,deepSeek-v3,right,in-front,0,medium,5.40,5
184,deepSeek-v3,right,in-front,0,medium,9.00,5
185,deepSeek-v3,right,right,1,medium,13.71,5
186,deepSeek-v3,right,in-front,0,medium,5.46,5
187,deepSeek-v3,right,left,0,medium,13.33,5
188,deepSeek-v3,right,right,1,medium,39.97,5
189,deepSeek-v3,right,right,1,medium,14.46,5
190,deepSeek-v3,right,right,1,medium,9.22,5
191,deepSeek-v3,right,in-front,0,medium,8.29,5
192,deepSeek-v3,right,right,1,medium,10.96,5
193,deepSeek-v3,right,in-front-left,0,medium,11.38,5
194,deepSeek-v3,right,right,1,medium,31.02,5
195,deepSeek-v3,right,in-front-left,0,medium,6.24,5
196,deepSeek-v3,right,in-front,0,medium,13.72,5
197,deepSeek-v3,right,in-front,0,medium,19.05,5
198,deepSeek-v3,right,left,0,medium,10.44,5
199,deepSeek-v3,right,left,0,medium,16.82,5
200,deepSeek-v3,right,right,1,medium,41.65,5
201,deepSeek-v3,left,in-front-right,0,medium,7.80,5
202,deepSeek-v3,left,in-front,0,medium,8.47,5
203,deepSeek-v3,left,in-front,0,medium,7.81,5
204,deepSeek-v3,left,behind,0,medium,9.39,5
205,deepSeek-v3,left,in-front-left,0,medium,9.02,5
206,deepSeek-v3,left,right,0,medium,14.54,5
207,deepSeek-v3,left,in-front,0,medium,8.50,5
208,deepSeek-v3,left,behind,0,medium,12.39,5
209,deepSeek-v3,left,in-front-right,0,medium,12.08,5
210,deepSeek-v3,left,in-front,0,medium,8.40,5
211,deepSeek-v3,left,behind,0,medium,8.15,5
212,deepSeek-v3,left,behind,0,medium,9.21,5
213,deepSeek-v3,left,right,0,medium,12.37,5
214,deepSeek-v3,left,right,0,medium,18.58,5
215,deepSeek-v3,left,behind,0,medium,6.78,5
216,deepSeek-v3,left,in-front,0,medium,8.28,5
217,deepSeek-v3,left,behind,0,medium,27.26,5
218,deepSeek-v3,left,left,1,medium,11.16,5
219,deepSeek-v3,left,right,0,medium,8.59,5
220,deepSeek-v3,left,right,0,medium,12.82,5
221,deepSeek-v3,left,in-front,0,medium,11.04,5
222,deepSeek-v3,left,in-front,0,medium,14.97,5
223,deepSeek-v3,left,right,0,medium,9.27,5
224,deepSeek-v3,left,right,0,medium,12.94,5
225,deepSeek-v3,left,left,1,medium,11.61,5
226,deepSeek-v3,left,in-front,0,medium,8.88,5
227,deepSeek-v3,left,left,1,medium,8.92,5
228,deepSeek-v3,left,behind,0,medium,6.64,5
229,deepSeek-v3,left,behind,0,medium,10.75,5
230,deepSeek-v3,left,left,1,medium,11.00,5
231,deepSeek-v3,left,in-front,0,medium,16.40,5
232,deepSeek-v3,left,left,1,medium,4.03,5
233,deepSeek-v3,left,in-front,0,medium,7.11,5
234,deepSeek-v3,left,in-front,0,medium,8.40,5
235,deepSeek-v3,left,behind,0,medium,13.60,5
236,deepSeek-v3,left,in-front,0,medium,6.34,5
237,deepSeek-v3,left,right,0,medium,41.31,5
238,deepSeek-v3,left,right,0,medium,7.31,5
239,deepSeek-v3,left,in-front,0,medium,9.57,5
240,deepSeek-v3,left,right,0,medium,9.47,5
241,deepSeek-v3,left,in-front,0,medium,6.58,5
242,deepSeek-v3,left,right,0,medium,8.06,5
243,deepSeek-v3,left,in-front,0,medium,14.00,5
244,deepSeek-v3,left,in-front,0,medium,11.70,5
245,deepSeek-v3,left,left,1,medium,15.25,5
246,deepSeek-v3,left,behind,0,medium,11.01,5
247,deepSeek-v3,left,in-front,0,medium,14.88,5
248,deepSeek-v3,left,in-front-right,0,medium,6.18,5
249,deepSeek-v3,left,in-front,0,medium,9.55,5
250,deepSeek-v3,left,in-front,0,medium,7.44,5
251,deepSeek-v3,behind-left,right,0,medium,9.09,5
252,deepSeek-v3,behind-left,in-front-left,0,medium,16.40,5
253,deepSeek-v3,behind-left,in-front,0,medium,9.72,5
254,deepSeek-v3,behind-left,right,0,medium,20.29,5
255,deepSeek-v3,behind-left,right,0,medium,16.82,5
256,deepSeek-v3,behind-left,right,0,medium,21.19,5
257,deepSeek-v3,behind-left,right,0,medium,8.49,5
258,deepSeek-v3,behind-left,right,0,medium,7.15,5
259,deepSeek-v3,behind-left,right,0,medium,18.06,5
260,deepSeek-v3,behind-left,left,0,medium,10.48,5
261,deepSeek-v3,behind-left,right,0,medium,16.40,5
262,deepSeek-v3,behind-left,right,0,medium,16.28,5
263,deepSeek-v3,behind-left,right,0,medium,7.33,5
264,deepSeek-v3,behind-left,right,0,medium,8.02,5
265,deepSeek-v3,behind-left,in-front,0,medium,11.06,5
266,deepSeek-v3,behind-left,in-front,0,medium,7.21,5
267,deepSeek-v3,behind-left,in-front,0,medium,11.22,5
268,deepSeek-v3,behind-left,right,0,medium,8.60,5
269,deepSeek-v3,behind-left,left,0,medium,13.42,5
270,deepSeek-v3,behind-left,in-front,0,medium,21.71,5
271,deepSeek-v3,behind-left,in-front,0,medium,13.10,5
272,deepSeek-v3,behind-left,in-front,0,medium,10.45,5
273,deepSeek-v3,behind-left,right,0,medium,36.11,5
274,deepSeek-v3,behind-left,right,0,medium,10.99,5
275,deepSeek-v3,behind-left,left,0,medium,7.33,5
276,deepSeek-v3,behind-left,behind,0,medium,15.58,5
277,deepSeek-v3,behind-left,in-front-right,0,medium,12.83,5
278,deepSeek-v3,behind-left,right,0,medium,31.69,5
279,deepSeek-v3,behind-left,right,0,medium,8.25,5
280,deepSeek-v3,behind-left,right,0,medium,4.28,5
281,deepSeek-v3,behind-left,in-front,0,medium,6.49,5
282,deepSeek-v3,behind-left,in-front-right,0,medium,9.41,5
283,deepSeek-v3,behind-left,in-front,0,medium,11.48,5
284,deepSeek-v3,behind-left,in-front,0,medium,18.51,5
285,deepSeek-v3,behind-left,right,0,medium,10.76,5
286,deepSeek-v3,behind-left,in-front,0,medium,22.95,5
287,deepSeek-v3,behind-left,left,0,medium,7.55,5
288,deepSeek-v3,behind-left,in-front,0,medium,12.30,5
289,deepSeek-v3,behind-left,in-front,0,medium,8.00,5
290,deepSeek-v3,behind-left,left,0,medium,19.03,5
291,deepSeek-v3,behind-left,in-front-right,0,medium,9.42,5
292,deepSeek-v3,behind-left,right,0,medium,7.89,5
293,deepSeek-v3,behind-left,in-front,0,medium,6.45,5
294,deepSeek-v3,behind-left,in-front,0,medium,10.05,5
295,deepSeek-v3,behind-left,left,0,medium,8.69,5
296,deepSeek-v3,behind-left,left,0,medium,8.60,5
297,deepSeek-v3,behind-left,right,0,medium,6.66,5
298,deepSeek-v3,behind-left,in-front,0,medium,7.88,5
299,deepSeek-v3,behind-left,in-front,0,medium,11.69,5
300,deepSeek-v3,behind-left,in-front,0,medium,12.04,5
301,deepSeek-v3,in-front-right,in-front,0,medium,6.99,5
302,deepSeek-v3,in-front-right,in-front,0,medium,9.89,5
303,deepSeek-v3,in-front-right,behind,0,medium,9.82,5
304,deepSeek-v3,in-front-right,right,0,medium,52.06,5
305,deepSeek-v3,in-front-right,behind,0,medium,12.80,5
306,deepSeek-v3,in-front-right,left,0,medium,15.00,5
307,deepSeek-v3,in-front-right,right,0,medium,38.97,5
308,deepSeek-v3,in-front-right,left,0,medium,7.72,5
309,deepSeek-v3,in-front-right,in-front,0,medium,8.97,5
310,deepSeek-v3,in-front-right,in-front,0,medium,12.24,5
311,deepSeek-v3,in-front-right,behind,0,medium,10.19,5
312,deepSeek-v3,in-front-right,right,0,medium,38.72,5
313,deepSeek-v3,in-front-right,in-front-right,1,medium,12.17,5
314,deepSeek-v3,in-front-right,left,0,medium,10.97,5
315,deepSeek-v3,in-front-right,error,0,medium,60.22,5
316,deepSeek-v3,in-front-right,behind,0,medium,26.48,5
317,deepSeek-v3,in-front-right,in-front,0,medium,10.99,5
318,deepSeek-v3,in-front-right,behind,0,medium,7.99,5
319,deepSeek-v3,in-front-right,in-front,0,medium,19.85,5
320,deepSeek-v3,in-front-right,left,0,medium,7.17,5
321,deepSeek-v3,in-front-right,in-front,0,medium,13.27,5
322,deepSeek-v3,in-front-right,left,0,medium,8.13,5
323,deepSeek-v3,in-front-right,right,0,medium,57.96,5
324,deepSeek-v3,in-front-right,behind,0,medium,6.96,5
325,deepSeek-v3,in-front-right,right,0,medium,12.10,5
326,deepSeek-v3,in-front-right,behind,0,medium,9.20,5
327,deepSeek-v3,in-front-right,in-front,0,medium,9.62,5
328,deepSeek-v3,in-front-right,in-front,0,medium,8.10,5
329,deepSeek-v3,in-front-right,behind,0,medium,9.55,5
330,deepSeek-v3,in-front-right,left,0,medium,11.25,5
331,deepSeek-v3,in-front-right,in-front,0,medium,10.10,5
332,deepSeek-v3,in-front-right,right,0,medium,16.91,5
333,deepSeek-v3,in-front-right,behind,0,medium,26.76,5
334,deepSeek-v3,in-front-right,in-front,0,medium,12.70,5
335,deepSeek-v3,in-front-right,right,0,medium,29.38,5
336,deepSeek-v3,in-front-right,behind,0,medium,8.18,5
337,deepSeek-v3,in-front-right,in-front,0,medium,9.00,5
338,deepSeek-v3,in-front-right,right,0,medium,21.72,5
339,deepSeek-v3,in-front-right,left,0,medium,7.16,5
340,deepSeek-v3,in-front-right,error,0,medium,60.17,5
341,deepSeek-v3,in-front-right,in-front,0,medium,8.23,5
342,deepSeek-v3,in-front-right,in-front,0,medium,10.24,5
343,deepSeek-v3,in-front-right,behind,0,medium,3.67,5
344,deepSeek-v3,in-front-right,left,0,medium,9.82,5
345,deepSeek-v3,in-front-right,behind,0,medium,22.47,5
346,deepSeek-v3,in-front-right,behind,0,medium,11.72,5
347,deepSeek-v3,in-front-right,in-front,0,medium,7.74,5
348,deepSeek-v3,in-front-right,in-front,0,medium,9.52,5
349,deepSeek-v3,in-front-right,error,0,medium,60.20,5
350,deepSeek-v3,in-front-right,left,0,medium,14.22,5
351,deepSeek-v3,behind,in-front,0,medium,12.73,5
352,deepSeek-v3,behind,right,0,medium,12.48,5
353,deepSeek-v3,behind,left,0,medium,7.88,5
354,deepSeek-v3,behind,right,0,medium,14.22,5
355,deepSeek-v3,behind,left,0,medium,5.34,5
356,deepSeek-v3,behind,error,0,medium,60.16,5
357,deepSeek-v3,behind,in-front,0,medium,7.17,5
358,deepSeek-v3,behind,behind,1,medium,12.34,5
359,deepSeek-v3,behind,in-front,0,medium,14.03,5
360,deepSeek-v3,behind,in-front,0,medium,15.79,5
361,deepSeek-v3,behind,in-front-right,0,medium,24.86,5
362,deepSeek-v3,behind,in-front-right,0,medium,10.14,5
363,deepSeek-v3,behind,in-front,0,medium,10.55,5
364,deepSeek-v3,behind,in-front,0,medium,4.26,5
365,deepSeek-v3,behind,in-front,0,medium,10.55,5
366,deepSeek-v3,behind,left,0,medium,7.82,5
367,deepSeek-v3,behind,right,0,medium,7.17,5
368,deepSeek-v3,behind,in-front,0,medium,33.61,5
369,deepSeek-v3,behind,behind,1,medium,22.00,5
370,deepSeek-v3,behind,left,0,medium,13.98,5
371,deepSeek-v3,behind,left,0,medium,32.95,5
372,deepSeek-v3,behind,in-front,0,medium,8.25,5
373,deepSeek-v3,behind,behind,1,medium,7.26,5
374,deepSeek-v3,behind,left,0,medium,17.96,5
375,deepSeek-v3,behind,behind,1,medium,30.39,5
376,deepSeek-v3,behind,right,0,medium,13.63,5
377,deepSeek-v3,behind,in-front,0,medium,7.47,5
378,deepSeek-v3,behind,left,0,medium,9.52,5
379,deepSeek-v3,behind,right,0,medium,28.05,5
380,deepSeek-v3,behind,in-front,0,medium,12.59,5
381,deepSeek-v3,behind,in-front,0,medium,10.04,5
382,deepSeek-v3,behind,in-front,0,medium,8.42,5
383,deepSeek-v3,behind,behind,1,medium,12.24,5
384,deepSeek-v3,behind,in-front,0,medium,15.79,5
385,deepSeek-v3,behind,left,0,medium,6.66,5
386,deepSeek-v3,behind,right,0,medium,30.92,5
387,deepSeek-v3,behind,right,0,medium,6.78,5
388,deepSeek-v3,behind,in-front,0,medium,12.84,5
389,deepSeek-v3,behind,in-front-right,0,medium,7.20,5
390,deepSeek-v3,behind,in-front-left,0,medium,11.25,5
391,deepSeek-v3,behind,in-front,0,medium,6.91,5
392,deepSeek-v3,behind,left,0,medium,13.29,5
393,deepSeek-v3,behind,in-front-left,0,medium,6.47,5
394,deepSeek-v3,behind,left,0,medium,4.16,5
395,deepSeek-v3,behind,in-front,0,medium,9.25,5
396,deepSeek-v3,behind,left,0,medium,10.63,5
397,deepSeek-v3,behind,right,0,medium,6.09,5
398,deepSeek-v3,behind,in-front,0,medium,10.80,5
399,deepSeek-v3,behind,in-front,0,medium,6.87,5
400,deepSeek-v3,behind,behind,1,medium,7.87,5
401,deepSeek-v3,right,error,0,medium,60.22,5
402,deepSeek-v3,right,in-front,0,medium,4.23,5
403,deepSeek-v3,right,error,0,medium,60.23,5
404,deepSeek-v3,right,left,0,medium,20.96,5
405,deepSeek-v3,right,in-front-left,0,medium,7.23,5
406,deepSeek-v3,right,right,1,medium,35.55,5
407,deepSeek-v3,right,right,1,medium,39.32,5
408,deepSeek-v3,right,right,1,medium,46.07,5
409,deepSeek-v3,right,incorrect prompt,0,medium,44.57,5
410,deepSeek-v3,right,behind,0,medium,11.55,5
411,deepSeek-v3,right,error,0,medium,60.20,5
412,deepSeek-v3,right,in-front-right,0,medium,12.04,5
413,deepSeek-v3,right,right,1,medium,42.67,5
414,deepSeek-v3,right,in-front-right,0,medium,15.25,5
415,deepSeek-v3,right,behind,0,medium,16.18,5
416,deepSeek-v3,right,behind,0,medium,5.70,5
417,deepSeek-v3,right,right,1,medium,56.97,5
418,deepSeek-v3,right,in-front,0,medium,14.42,5
419,deepSeek-v3,right,error,0,medium,61.25,5
420,deepSeek-v3,right,right,1,medium,44.25,5
421,deepSeek-v3,right,right,1,medium,46.07,5
422,deepSeek-v3,right,behind,0,medium,9.11,5
423,deepSeek-v3,right,right,1,medium,43.65,5
424,deepSeek-v3,right,left,0,medium,7.11,5
425,deepSeek-v3,right,right,1,medium,55.70,5
426,deepSeek-v3,right,error,0,medium,60.22,5
427,deepSeek-v3,right,error,0,medium,60.20,5
428,deepSeek-v3,right,in-front-left,0,medium,13.87,5
429,deepSeek-v3,right,right,1,medium,35.11,5
430,deepSeek-v3,right,right,1,medium,49.75,5
431,deepSeek-v3,right,behind,0,medium,6.87,5
432,deepSeek-v3,right,in-front-right,0,medium,6.94,5
433,deepSeek-v3,right,right,1,medium,42.52,5
434,deepSeek-v3,right,right,1,medium,39.42,5
435,deepSeek-v3,right,in-front,0,medium,5.52,5
436,deepSeek-v3,right,incorrect prompt,0,medium,29.71,5
437,deepSeek-v3,right,right,1,medium,43.99,5
438,deepSeek-v3,right,right,1,medium,10.98,5
439,deepSeek-v3,right,right,1,medium,41.71,5
440,deepSeek-v3,right,in-front-right,0,medium,8.80,5
441,deepSeek-v3,right,right,1,medium,6.07,5
442,deepSeek-v3,right,error,0,medium,60.16,5
443,deepSeek-v3,right,right,1,medium,37.95,5
444,deepSeek-v3,right,right,1,medium,5.34,5
445,deepSeek-v3,right,error,0,medium,60.20,5
446,deepSeek-v3,right,in-front-right,0,medium,16.13,5
447,deepSeek-v3,right,right,1,medium,42.38,5
448,deepSeek-v3,right,right,1,medium,24.88,5
449,deepSeek-v3,right,in-front-right,0,medium,8.86,5
450,deepSeek-v3,right,in-front-right,0,medium,8.33,5
451,deepSeek-v3,left,in-front-right,0,medium,5.34,5
452,deepSeek-v3,left,right,0,medium,42.68,5
453,deepSeek-v3,left,error,0,medium,60.23,5
454,deepSeek-v3,left,in-front-left,0,medium,8.13,5
455,deepSeek-v3,left,right,0,medium,55.72,5
456,deepSeek-v3,left,right,0,medium,45.10,5
457,deepSeek-v3,left,right,0,medium,55.31,5
458,deepSeek-v3,left,right,0,medium,51.48,5
459,deepSeek-v3,left,error,0,medium,60.22,5
460,deepSeek-v3,left,right,0,medium,52.33,5
461,deepSeek-v3,left,right,0,medium,59.29,5
462,deepSeek-v3,left,in-front,0,medium,5.95,5
463,deepSeek-v3,left,right,0,medium,48.73,5
464,deepSeek-v3,left,behind,0,medium,12.28,5
465,deepSeek-v3,left,left,1,medium,7.08,5
466,deepSeek-v3,left,right,0,medium,46.69,5
467,deepSeek-v3,left,error,0,medium,60.23,5
468,deepSeek-v3,left,in-front-left,0,medium,6.59,5
469,deepSeek-v3,left,right,0,medium,8.31,5
470,deepSeek-v3,left,right,0,medium,41.24,5
471,deepSeek-v3,left,right,0,medium,30.77,5
472,deepSeek-v3,left,right,0,medium,19.66,5
473,deepSeek-v3,left,error,0,medium,60.21,5
474,deepSeek-v3,left,left,1,medium,7.86,5
475,deepSeek-v3,left,right,0,medium,21.94,5
476,deepSeek-v3,left,left,1,medium,9.41,5
477,deepSeek-v3,left,left,1,medium,4.71,5
478,deepSeek-v3,left,left,1,medium,4.41,5
479,deepSeek-v3,left,right,0,medium,24.62,5
480,deepSeek-v3,left,in-front-left,0,medium,5.58,5
481,deepSeek-v3,left,right,0,medium,32.27,5
482,deepSeek-v3,left,left,1,medium,4.75,5
