prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,tokens_used,temperature,seed,grid_size
32,o4-mini,behind-left,behind-left,1,high,15.98,2964,0.0,42,10
33,o4-mini,behind-left,behind-left,1,high,18.62,3063,0.0,42,10
34,o4-mini,behind-left,behind-left,1,high,6.76,1889,0.0,42,10
35,o4-mini,behind-left,incorrect prompt,0,high,27.34,4431,0.0,42,10
36,o4-mini,behind-left,behind-left,1,high,9.04,2318,0.0,42,10
37,o4-mini,behind-left,behind-left,1,high,15.53,3207,0.0,42,10
38,o4-mini,behind-left,behind-left,1,high,12.09,2566,0.0,42,10
39,o4-mini,behind-left,behind-left,1,high,31.94,4643,0.0,42,10
40,o4-mini,behind-left,behind-left,1,high,16.48,3235,0.0,42,10
41,o4-mini,behind-left,behind-left,1,high,26.96,3509,0.0,42,10
42,o4-mini,behind-left,behind-left,1,high,18.73,2754,0.0,42,10
43,o4-mini,behind-left,behind-left,1,high,11.55,2293,0.0,42,10
44,o4-mini,behind-left,incorrect prompt,0,high,20.32,3887,0.0,42,10
45,o4-mini,behind-left,behind-left,1,high,16.86,2795,0.0,42,10
46,o4-mini,behind-left,behind-left,1,high,12.77,2759,0.0,42,10
47,o4-mini,behind-left,behind-left,1,high,11.90,2778,0.0,42,10
48,o4-mini,behind-left,behind-left,1,high,14.53,2996,0.0,42,10
49,o4-mini,behind-left,behind-left,1,high,11.08,2420,0.0,42,10
50,o4-mini,behind-left,behind-left,1,high,23.35,3538,0.0,42,10
51,o4-mini,in-front-left,in-front-left,1,high,33.08,5001,0.0,42,10
52,o4-mini,in-front-left,incorrect prompt,0,high,45.67,6341,0.0,42,10
53,o4-mini,in-front-left,in-front-left,1,high,18.19,3275,0.0,42,10
54,o4-mini,in-front-left,in-front-left,1,high,26.68,2895,0.0,42,10
55,o4-mini,in-front-left,in-front-left,1,high,7.86,2057,0.0,42,10
56,o4-mini,in-front-left,in-front-left,1,high,15.48,2998,0.0,42,10
57,o4-mini,in-front-left,in-front-left,1,high,9.41,2293,0.0,42,10
58,o4-mini,in-front-left,in-front-left,1,high,23.47,3983,0.0,42,10
59,o4-mini,in-front-left,in-front-left,1,high,26.68,4256,0.0,42,10
60,o4-mini,in-front-left,in-front-left,1,high,5.45,1636,0.0,42,10
61,o4-mini,in-front-left,in-front-left,1,high,23.12,3914,0.0,42,10
62,o4-mini,in-front-left,in-front-left,1,high,38.43,4059,0.0,42,10
63,o4-mini,in-front-left,in-front-left,1,high,33.06,4905,0.0,42,10
64,o4-mini,in-front-left,in-front-left,1,high,7.37,1902,0.0,42,10
65,o4-mini,in-front-left,in-front-left,1,high,14.16,2596,0.0,42,10
66,o4-mini,in-front-left,in-front-left,1,high,14.10,2531,0.0,42,10
67,o4-mini,in-front-left,in-front-right,0,high,13.09,2761,0.0,42,10
68,o4-mini,in-front-left,in-front-left,1,high,15.99,3272,0.0,42,10
69,o4-mini,in-front-left,in-front-left,1,high,11.05,2629,0.0,42,10
70,o4-mini,in-front-left,in-front-left,1,high,11.98,2760,0.0,42,10
71,o4-mini,in-front-left,in-front-left,1,high,16.97,3181,0.0,42,10
72,o4-mini,in-front-left,in-front-left,1,high,26.96,4237,0.0,42,10
73,o4-mini,in-front-left,in-front-left,1,high,11.82,2551,0.0,42,10
74,o4-mini,in-front-left,in-front-left,1,high,14.51,2914,0.0,42,10
75,o4-mini,in-front-left,in-front-left,1,high,13.96,2740,0.0,42,10
76,o4-mini,in-front-left,in-front-left,1,high,21.67,3617,0.0,42,10
77,o4-mini,in-front-left,in-front-left,1,high,22.43,3260,0.0,42,10
78,o4-mini,in-front-left,in-front-left,1,high,16.70,2926,0.0,42,10
79,o4-mini,in-front-left,in-front-left,1,high,23.03,3757,0.0,42,10
80,o4-mini,in-front-left,in-front-left,1,high,16.63,2988,0.0,42,10
81,o4-mini,in-front-left,incorrect prompt,0,high,20.31,3561,0.0,42,10
82,o4-mini,in-front-left,in-front-left,1,high,17.51,3179,0.0,42,10
83,o4-mini,in-front-left,in-front-left,1,high,21.74,3700,0.0,42,10
84,o4-mini,in-front-left,in-front-left,1,high,12.08,2578,0.0,42,10
85,o4-mini,in-front-left,in-front-left,1,high,17.72,3276,0.0,42,10
86,o4-mini,in-front-left,in-front-left,1,high,21.10,3838,0.0,42,10
87,o4-mini,in-front-left,in-front-left,1,high,14.55,2867,0.0,42,10
88,o4-mini,in-front-left,in-front-left,1,high,10.84,2342,0.0,42,10
89,o4-mini,in-front-left,in-front-left,1,high,15.04,2935,0.0,42,10
90,o4-mini,in-front-left,in-front-left,1,high,12.20,2539,0.0,42,10
91,o4-mini,in-front-left,in-front-left,1,high,24.52,4083,0.0,42,10
92,o4-mini,in-front-left,in-front-left,1,high,7.67,2020,0.0,42,10
93,o4-mini,in-front-left,in-front-left,1,high,24.73,4198,0.0,42,10
94,o4-mini,in-front-left,in-front-left,1,high,10.36,2424,0.0,42,10
95,o4-mini,in-front-left,in-front-left,1,high,6.96,1955,0.0,42,10
96,o4-mini,in-front-left,in-front-left,1,high,16.63,2351,0.0,42,10
97,o4-mini,in-front-left,in-front-left,1,high,8.02,2084,0.0,42,10
98,o4-mini,in-front-left,in-front-left,1,high,14.89,2933,0.0,42,10
99,o4-mini,in-front-left,in-front-left,1,high,12.99,2653,0.0,42,10
100,o4-mini,in-front-left,in-front-right,0,high,10.58,2350,0.0,42,10
101,o4-mini,in-front-right,in-front-right,1,high,28.45,4130,0.0,42,10
102,o4-mini,in-front-right,in-front,0,high,14.53,2795,0.0,42,10
103,o4-mini,in-front-right,in-front-right,1,high,12.09,2160,0.0,42,10
104,o4-mini,in-front-right,in-front-right,1,high,16.49,3264,0.0,42,10
105,o4-mini,in-front-right,incorrect prompt,0,high,8.40,2043,0.0,42,10
106,o4-mini,in-front-right,in-front-right,1,high,14.01,2703,0.0,42,10
107,o4-mini,in-front-right,in-front-right,1,high,6.30,1829,0.0,42,10
108,o4-mini,in-front-right,in-front-right,1,high,12.24,2467,0.0,42,10
109,o4-mini,in-front-right,in-front-right,1,high,19.67,3528,0.0,42,10
110,o4-mini,in-front-right,in-front-right,1,high,8.31,2084,0.0,42,10
111,o4-mini,in-front-right,in-front-left,0,high,11.03,2224,0.0,42,10
112,o4-mini,in-front-right,in-front-right,1,high,10.78,2313,0.0,42,10
113,o4-mini,in-front-right,in-front-right,1,high,13.39,2492,0.0,42,10
114,o4-mini,in-front-right,in-front-right,1,high,15.36,2907,0.0,42,10
115,o4-mini,in-front-right,in-front-right,1,high,18.84,3039,0.0,42,10
116,o4-mini,in-front-right,in-front-right,1,high,9.94,2462,0.0,42,10
117,o4-mini,in-front-right,in-front-right,1,high,23.49,3940,0.0,42,10
118,o4-mini,in-front-right,in-front-right,1,high,25.04,4059,0.0,42,10
119,o4-mini,in-front-right,in-front-right,1,high,12.30,2631,0.0,42,10
120,o4-mini,in-front-right,in-front-right,1,high,6.82,1910,0.0,42,10
121,o4-mini,in-front-right,in-front-right,1,high,7.51,2002,0.0,42,10
122,o4-mini,in-front-right,incorrect prompt,0,high,14.09,2597,0.0,42,10
123,o4-mini,in-front-right,in-front-right,1,high,25.85,3429,0.0,42,10
124,o4-mini,in-front-right,in-front-right,1,high,5.63,1780,0.0,42,10
125,o4-mini,in-front-right,in-front-right,1,high,13.11,2697,0.0,42,10
126,o4-mini,in-front-right,in-front-right,1,high,7.99,1982,0.0,42,10
127,o4-mini,in-front-right,in-front-right,1,high,16.80,2932,0.0,42,10
128,o4-mini,in-front-right,in-front-right,1,high,10.65,2268,0.0,42,10
129,o4-mini,in-front-right,in-front-right,1,high,18.60,3239,0.0,42,10
130,o4-mini,in-front-right,in-front-right,1,high,12.43,2531,0.0,42,10
131,o4-mini,in-front-right,in-front-right,1,high,8.30,2029,0.0,42,10
132,o4-mini,in-front-right,in-front-right,1,high,13.43,2608,0.0,42,10
133,o4-mini,in-front-right,in-front-right,1,high,7.41,2020,0.0,42,10
134,o4-mini,in-front-right,in-front-right,1,high,6.40,1846,0.0,42,10
135,o4-mini,in-front-right,in-front-right,1,high,11.16,2447,0.0,42,10
136,o4-mini,in-front-right,in-front-right,1,high,10.65,2277,0.0,42,10
137,o4-mini,in-front-right,in-front-right,1,high,9.11,2021,0.0,42,10
138,o4-mini,in-front-right,in-front-right,1,high,20.59,3657,0.0,42,10
139,o4-mini,in-front-right,in-front-right,1,high,16.58,2996,0.0,42,10
140,o4-mini,in-front-right,in-front-right,1,high,18.64,3228,0.0,42,10
141,o4-mini,in-front-right,in-front-right,1,high,16.80,3262,0.0,42,10
142,o4-mini,in-front-right,in-front-right,1,high,10.99,2340,0.0,42,10
143,o4-mini,in-front-right,incorrect prompt,0,high,10.32,2338,0.0,42,10
144,o4-mini,in-front-right,in-front-right,1,high,6.34,1931,0.0,42,10
145,o4-mini,in-front-right,in-front-right,1,high,3.69,1682,0.0,42,10
146,o4-mini,in-front-right,in-front-right,1,high,6.65,2122,0.0,42,10
147,o4-mini,in-front-right,in-front-right,1,high,17.22,3031,0.0,42,10
148,o4-mini,in-front-right,in-front-right,1,high,31.32,4597,0.0,42,10
149,o4-mini,in-front-right,in-front-right,1,high,15.77,2805,0.0,42,10
150,o4-mini,in-front-right,in-front-right,1,high,5.73,1827,0.0,42,10
151,o4-mini,behind-right,behind-right,1,high,11.27,2487,0.0,42,10
152,o4-mini,behind-right,behind-right,1,high,14.34,2830,0.0,42,10
153,o4-mini,behind-right,behind-right,1,high,16.78,3132,0.0,42,10
154,o4-mini,behind-right,behind-right,1,high,10.54,2090,0.0,42,10
155,o4-mini,behind-right,behind-right,1,high,17.31,3213,0.0,42,10
156,o4-mini,behind-right,behind-right,1,high,10.85,2373,0.0,42,10
157,o4-mini,behind-right,behind-right,1,high,6.11,1764,0.0,42,10
158,o4-mini,behind-right,behind-right,1,high,8.79,2026,0.0,42,10
159,o4-mini,behind-right,behind-right,1,high,9.68,2045,0.0,42,10
160,o4-mini,behind-right,behind-right,1,high,19.05,3486,0.0,42,10
161,o4-mini,behind-right,behind-right,1,high,16.38,3132,0.0,42,10
162,o4-mini,behind-right,behind-right,1,high,10.44,2439,0.0,42,10
163,o4-mini,behind-right,behind-right,1,high,22.53,3942,0.0,42,10
164,o4-mini,behind-right,behind-right,1,high,12.49,2637,0.0,42,10
165,o4-mini,behind-right,incorrect prompt,0,high,8.39,2175,0.0,42,10
166,o4-mini,behind-right,behind-right,1,high,6.78,1974,0.0,42,10
167,o4-mini,behind-right,behind-right,1,high,6.56,1961,0.0,42,10
168,o4-mini,behind-right,behind-right,1,high,10.11,2432,0.0,42,10
169,o4-mini,behind-right,behind-right,1,high,10.54,2477,0.0,42,10
170,o4-mini,behind-right,behind-right,1,high,10.03,2292,0.0,42,10
171,o4-mini,behind-right,behind-right,1,high,12.12,2766,0.0,42,10
172,o4-mini,behind-right,behind-right,1,high,11.47,2636,0.0,42,10
173,o4-mini,behind-right,behind-right,1,high,15.90,3309,0.0,42,10
174,o4-mini,behind-right,incorrect prompt,0,high,5.56,1868,0.0,42,10
175,o4-mini,behind-right,behind-right,1,high,9.11,2368,0.0,42,10
176,o4-mini,behind-right,behind-right,1,high,17.03,3243,0.0,42,10
177,o4-mini,behind-right,behind-right,1,high,12.30,2785,0.0,42,10
178,o4-mini,behind-right,behind-right,1,high,9.69,2302,0.0,42,10
179,o4-mini,behind-right,behind-right,1,high,6.66,1974,0.0,42,10
180,o4-mini,behind-right,behind-right,1,high,30.02,4514,0.0,42,10
181,o4-mini,behind-right,behind-right,1,high,11.17,2483,0.0,42,10
182,o4-mini,behind-right,behind-right,1,high,20.01,3354,0.0,42,10
183,o4-mini,behind-right,behind-right,1,high,6.28,1828,0.0,42,10
184,o4-mini,behind-right,behind-right,1,high,25.06,4178,0.0,42,10
185,o4-mini,behind-right,behind-right,1,high,17.83,3316,0.0,42,10
186,o4-mini,behind-right,behind-right,1,high,16.90,3310,0.0,42,10
187,o4-mini,behind-right,behind-right,1,high,15.57,3234,0.0,42,10
188,o4-mini,behind-right,incorrect prompt,0,high,8.15,2189,0.0,42,10
189,o4-mini,behind-right,behind-right,1,high,19.40,3572,0.0,42,10
190,o4-mini,behind-right,behind-right,1,high,7.61,2165,0.0,42,10
191,o4-mini,behind-right,behind-right,1,high,22.90,3932,0.0,42,10
192,o4-mini,behind-right,incorrect prompt,0,high,15.26,3081,0.0,42,10
193,o4-mini,behind-right,behind-right,1,high,9.42,2367,0.0,42,10
194,o4-mini,behind-right,incorrect prompt,0,high,8.49,2190,0.0,42,10
195,o4-mini,behind-right,behind-right,1,high,9.12,2236,0.0,42,10
196,o4-mini,behind-right,behind-right,1,high,12.02,2493,0.0,42,10
197,o4-mini,behind-right,incorrect prompt,0,high,7.22,2026,0.0,42,10
198,o4-mini,behind-right,behind-right,1,high,8.52,2192,0.0,42,10
199,o4-mini,behind-right,behind-right,1,high,20.46,3599,0.0,42,10
200,o4-mini,behind-right,behind-right,1,high,18.14,3233,0.0,42,10
201,o4-mini,behind,incorrect prompt,0,high,3.82,1620,0.0,42,10
202,o4-mini,behind,behind,1,high,34.38,4951,0.0,42,10
203,o4-mini,behind,behind,1,high,4.70,1769,0.0,42,10
204,o4-mini,behind,behind,1,high,5.20,1823,0.0,42,10
205,o4-mini,behind,incorrect prompt,0,high,4.38,1792,0.0,42,10
206,o4-mini,behind,behind,1,high,7.14,2113,0.0,42,10
207,o4-mini,behind,behind,1,high,6.21,1888,0.0,42,10
208,o4-mini,behind,behind,1,high,27.11,4547,0.0,42,10
209,o4-mini,behind,behind,1,high,5.46,1726,0.0,42,10
210,o4-mini,behind,behind,1,high,9.81,2343,0.0,42,10
211,o4-mini,behind,behind,1,high,6.22,1908,0.0,42,10
212,o4-mini,behind,behind,1,high,13.26,2755,0.0,42,10
213,o4-mini,behind,incorrect prompt,0,high,10.08,2396,0.0,42,10
214,o4-mini,behind,behind,1,high,6.00,1806,0.0,42,10
215,o4-mini,behind,behind,1,high,12.87,2143,0.0,42,10
216,o4-mini,behind,behind,1,high,34.75,4990,0.0,42,10
217,o4-mini,behind,behind,1,high,15.10,2904,0.0,42,10
218,o4-mini,behind,behind,1,high,7.12,1970,0.0,42,10
219,o4-mini,behind,behind,1,high,8.28,2163,0.0,42,10
220,o4-mini,behind,behind,1,high,22.74,3530,0.0,42,10
221,o4-mini,behind,behind,1,high,8.64,2328,0.0,42,10
222,o4-mini,behind,behind,1,high,21.67,3841,0.0,42,10
223,o4-mini,behind,behind,1,high,17.31,2731,0.0,42,10
224,o4-mini,behind,behind,1,high,11.36,2015,0.0,42,10
225,o4-mini,behind,behind,1,high,19.89,3129,0.0,42,10
226,o4-mini,behind,incorrect prompt,0,high,28.84,3386,0.0,42,10
227,o4-mini,behind,behind,1,high,26.54,3657,0.0,42,10
228,o4-mini,behind,behind,1,high,6.85,1704,0.0,42,10
229,o4-mini,behind,behind,1,high,18.25,3361,0.0,42,10
230,o4-mini,behind,behind,1,high,12.79,2110,0.0,42,10
231,o4-mini,behind,behind,1,high,11.47,2016,0.0,42,10
232,o4-mini,behind,incorrect prompt,0,high,28.16,3321,0.0,42,10
233,o4-mini,behind,behind,1,high,14.19,2335,0.0,42,10
234,o4-mini,behind,behind,1,high,20.39,3625,0.0,42,10
235,o4-mini,behind,behind,1,high,9.14,2228,0.0,42,10
236,o4-mini,behind,incorrect prompt,0,high,4.18,1658,0.0,42,10
237,o4-mini,behind,behind,1,high,15.90,3215,0.0,42,10
238,o4-mini,behind,behind,1,high,12.59,2639,0.0,42,10
239,o4-mini,behind,behind,1,high,25.13,3697,0.0,42,10
240,o4-mini,behind,behind,1,high,9.43,1970,0.0,42,10
241,o4-mini,behind,behind,1,high,12.45,2259,0.0,42,10
242,o4-mini,behind,behind,1,high,17.61,2689,0.0,42,10
243,o4-mini,behind,behind,1,high,14.75,2383,0.0,42,10
244,o4-mini,behind,behind,1,high,11.93,2121,0.0,42,10
245,o4-mini,behind,incorrect prompt,0,high,17.26,2618,0.0,42,10
246,o4-mini,behind,behind,1,high,6.86,1953,0.0,42,10
247,o4-mini,behind,behind,1,high,13.73,2906,0.0,42,10
248,o4-mini,behind,incorrect prompt,0,high,3.98,1592,0.0,42,10
249,o4-mini,behind,incorrect prompt,0,high,7.89,2169,0.0,42,10
250,o4-mini,behind,behind,1,high,11.17,2435,0.0,42,10
251,o4-mini,right,incorrect prompt,0,high,33.26,4780,0.0,42,10
252,o4-mini,right,right,1,high,19.17,3342,0.0,42,10
253,o4-mini,right,right,1,high,14.95,2949,0.0,42,10
254,o4-mini,right,right,1,high,9.55,2318,0.0,42,10
255,o4-mini,right,right,1,high,18.19,3382,0.0,42,10
256,o4-mini,right,right,1,high,14.53,2938,0.0,42,10
257,o4-mini,right,right,1,high,19.46,3213,0.0,42,10
258,o4-mini,right,incorrect prompt,0,high,9.21,2358,0.0,42,10
259,o4-mini,right,right,1,high,9.12,2238,0.0,42,10
260,o4-mini,right,right,1,high,15.06,2868,0.0,42,10
261,o4-mini,right,incorrect prompt,0,high,4.39,1782,0.0,42,10
262,o4-mini,right,right,1,high,8.81,2253,0.0,42,10
263,o4-mini,right,right,1,high,18.32,3395,0.0,42,10
264,o4-mini,right,incorrect prompt,0,high,14.13,2702,0.0,42,10
265,o4-mini,right,right,1,high,15.26,2745,0.0,42,10
266,o4-mini,right,right,1,high,5.97,1806,0.0,42,10
267,o4-mini,right,right,1,high,18.91,2711,0.0,42,10
268,o4-mini,right,right,1,high,20.78,3001,0.0,42,10
269,o4-mini,right,right,1,high,7.06,1889,0.0,42,10
270,o4-mini,right,right,1,high,13.62,2685,0.0,42,10
271,o4-mini,right,incorrect prompt,0,high,3.27,1513,0.0,42,10
272,o4-mini,right,right,1,high,6.51,1899,0.0,42,10
273,o4-mini,right,right,1,high,8.95,2099,0.0,42,10
274,o4-mini,right,right,1,high,15.36,3263,0.0,42,10
275,o4-mini,right,right,1,high,15.67,2309,0.0,42,10
276,o4-mini,right,right,1,high,28.48,3865,0.0,42,10
277,o4-mini,right,right,1,high,17.19,3261,0.0,42,10
278,o4-mini,right,incorrect prompt,0,high,9.52,2407,0.0,42,10
279,o4-mini,right,right,1,high,6.45,2001,0.0,42,10
280,o4-mini,right,right,1,high,8.81,2235,0.0,42,10
281,o4-mini,right,right,1,high,8.82,2291,0.0,42,10
282,o4-mini,right,right,1,high,23.49,3517,0.0,42,10
283,o4-mini,right,right,1,high,11.32,2227,0.0,42,10
284,o4-mini,right,right,1,high,19.68,3581,0.0,42,10
285,o4-mini,right,right,1,high,9.81,2355,0.0,42,10
286,o4-mini,right,right,1,high,11.37,2490,0.0,42,10
287,o4-mini,right,right,1,high,25.93,3898,0.0,42,10
288,o4-mini,right,right,1,high,14.32,3061,0.0,42,10
289,o4-mini,right,right,1,high,5.74,1769,0.0,42,10
290,o4-mini,right,incorrect prompt,0,high,22.30,3201,0.0,42,10
291,o4-mini,right,right,1,high,22.55,3079,0.0,42,10
292,o4-mini,right,right,1,high,33.19,3946,0.0,42,10
293,o4-mini,right,right,1,high,14.53,2324,0.0,42,10
294,o4-mini,right,right,1,high,19.56,2893,0.0,42,10
295,o4-mini,right,right,1,high,19.68,3566,0.0,42,10
296,o4-mini,right,incorrect prompt,0,high,7.35,2236,0.0,42,10
297,o4-mini,right,right,1,high,21.41,3508,0.0,42,10
298,o4-mini,right,right,1,high,5.73,1833,0.0,42,10
299,o4-mini,right,right,1,high,19.47,3421,0.0,42,10
300,o4-mini,right,right,1,high,5.00,1770,0.0,42,10
301,o4-mini,left,left,1,high,10.44,2502,0.0,42,10
302,o4-mini,left,left,1,high,8.52,2155,0.0,42,10
303,o4-mini,left,left,1,high,9.40,2164,0.0,42,10
304,o4-mini,left,left,1,high,8.19,2099,0.0,42,10
305,o4-mini,left,left,1,high,9.51,2273,0.0,42,10
306,o4-mini,left,left,1,high,7.39,2097,0.0,42,10
307,o4-mini,left,left,1,high,10.76,2545,0.0,42,10
308,o4-mini,left,left,1,high,10.74,2217,0.0,42,10
309,o4-mini,left,left,1,high,19.89,3629,0.0,42,10
310,o4-mini,left,left,1,high,22.19,3983,0.0,42,10
311,o4-mini,left,incorrect prompt,0,high,14.25,2891,0.0,42,10
312,o4-mini,left,left,1,high,24.54,4153,0.0,42,10
313,o4-mini,left,left,1,high,18.32,3482,0.0,42,10
314,o4-mini,left,left,1,high,21.13,3691,0.0,42,10
315,o4-mini,left,left,1,high,23.03,3992,0.0,42,10
316,o4-mini,left,left,1,high,32.66,4910,0.0,42,10
317,o4-mini,left,left,1,high,20.34,3453,0.0,42,10
318,o4-mini,left,incorrect prompt,0,high,3.53,1705,0.0,42,10
319,o4-mini,left,left,1,high,20.92,3762,0.0,42,10
320,o4-mini,left,incorrect prompt,0,high,7.50,2104,0.0,42,10
321,o4-mini,left,left,1,high,14.09,2451,0.0,42,10
322,o4-mini,left,left,1,high,12.37,2818,0.0,42,10
323,o4-mini,left,left,1,high,10.76,2635,0.0,42,10
324,o4-mini,left,left,1,high,12.29,2640,0.0,42,10
325,o4-mini,left,left,1,high,10.85,2451,0.0,42,10
326,o4-mini,left,left,1,high,25.51,3941,0.0,42,10
327,o4-mini,left,left,1,high,14.73,2721,0.0,42,10
328,o4-mini,left,left,1,high,33.59,5081,0.0,42,10
329,o4-mini,left,left,1,high,16.79,3168,0.0,42,10
330,o4-mini,left,left,1,high,6.86,1988,0.0,42,10
331,o4-mini,left,left,1,high,8.61,2171,0.0,42,10
332,o4-mini,left,left,1,high,15.03,2946,0.0,42,10
333,o4-mini,left,left,1,high,10.26,2426,0.0,42,10
334,o4-mini,left,left,1,high,20.60,3633,0.0,42,10
335,o4-mini,left,left,1,high,11.59,2264,0.0,42,10
336,o4-mini,left,left,1,high,7.36,2107,0.0,42,10
337,o4-mini,left,left,1,high,14.06,2982,0.0,42,10
338,o4-mini,left,left,1,high,18.00,3302,0.0,42,10
339,o4-mini,left,left,1,high,6.29,1886,0.0,42,10
340,o4-mini,left,left,1,high,9.66,2356,0.0,42,10
341,o4-mini,left,left,1,high,15.67,3012,0.0,42,10
342,o4-mini,left,left,1,high,15.91,3031,0.0,42,10
343,o4-mini,left,left,1,high,6.23,1778,0.0,42,10
344,o4-mini,left,left,1,high,7.00,2088,0.0,42,10
345,o4-mini,left,left,1,high,14.62,2274,0.0,42,10
346,o4-mini,left,left,1,high,13.99,2314,0.0,42,10
347,o4-mini,left,left,1,high,11.28,2503,0.0,42,10
348,o4-mini,left,left,1,high,16.76,3159,0.0,42,10
349,o4-mini,left,left,1,high,7.60,2060,0.0,42,10
350,o4-mini,left,left,1,high,13.36,2791,0.0,42,10
351,o4-mini,in-front,in-front,1,high,16.85,3221,0.0,42,10
352,o4-mini,in-front,in-front,1,high,24.80,4207,0.0,42,10
353,o4-mini,in-front,in-front,1,high,13.89,2822,0.0,42,10
354,o4-mini,in-front,in-front,1,high,5.10,1771,0.0,42,10
355,o4-mini,in-front,in-front,1,high,6.81,1982,0.0,42,10
356,o4-mini,in-front,in-front,1,high,23.38,3783,0.0,42,10
357,o4-mini,in-front,in-front,1,high,5.17,1736,0.0,42,10
358,o4-mini,in-front,in-front,1,high,8.64,2027,0.0,42,10
359,o4-mini,in-front,in-front,1,high,10.20,1899,0.0,42,10
360,o4-mini,in-front,in-front,1,high,11.25,1993,0.0,42,10
361,o4-mini,in-front,in-front,1,high,14.56,2238,0.0,42,10
362,o4-mini,in-front,in-front,1,high,9.03,2189,0.0,42,10
363,o4-mini,in-front,in-front,1,high,16.36,3223,0.0,42,10
364,o4-mini,in-front,in-front,1,high,11.67,2617,0.0,42,10
365,o4-mini,in-front,in-front,1,high,14.15,2976,0.0,42,10
366,o4-mini,in-front,in-front,1,high,13.30,2938,0.0,42,10
367,o4-mini,in-front,in-front,1,high,3.49,1569,0.0,42,10
368,o4-mini,in-front,in-front,1,high,10.23,2430,0.0,42,10
369,o4-mini,in-front,in-front,1,high,22.02,3945,0.0,42,10
370,o4-mini,in-front,in-front,1,high,6.55,1992,0.0,42,10
371,o4-mini,in-front,in-front,1,high,14.57,3076,0.0,42,10
372,o4-mini,in-front,in-front,1,high,10.42,2549,0.0,42,10
373,o4-mini,in-front,in-front,1,high,13.04,2853,0.0,42,10
374,o4-mini,in-front,in-front,1,high,9.86,2339,0.0,42,10
375,o4-mini,in-front,in-front,1,high,14.29,2885,0.0,42,10
376,o4-mini,in-front,incorrect prompt,0,high,4.04,1676,0.0,42,10
377,o4-mini,in-front,in-front,1,high,3.40,1516,0.0,42,10
378,o4-mini,in-front,in-front,1,high,13.01,2630,0.0,42,10
379,o4-mini,in-front,in-front,1,high,15.15,2996,0.0,42,10
380,o4-mini,in-front,incorrect prompt,0,high,13.79,2797,0.0,42,10
381,o4-mini,in-front,in-front,1,high,13.14,2660,0.0,42,10
382,o4-mini,in-front,in-front,1,high,18.12,3381,0.0,42,10
383,o4-mini,in-front,in-front,1,high,7.89,2130,0.0,42,10
384,o4-mini,in-front,in-front,1,high,11.26,2435,0.0,42,10
385,o4-mini,in-front,in-front,1,high,8.53,2100,0.0,42,10
386,o4-mini,in-front,in-front,1,high,18.10,3268,0.0,42,10
387,o4-mini,in-front,in-front,1,high,12.79,2566,0.0,42,10
388,o4-mini,in-front,in-front,1,high,14.64,2892,0.0,42,10
389,o4-mini,in-front,in-front,1,high,4.67,1697,0.0,42,10
