prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
105,gpt-4.1,behind-right,right,0,medium,3.39,5
106,gpt-4.1,behind-right,in-front-right,0,medium,6.04,5
107,gpt-4.1,behind-right,in-front,0,medium,6.61,5
108,gpt-4.1,behind-right,in-front,0,medium,6.35,5
109,gpt-4.1,behind-right,behind,0,medium,3.78,5
110,gpt-4.1,behind-right,behind,0,medium,4.40,5
111,gpt-4.1,behind-right,left,0,medium,3.82,5
112,gpt-4.1,behind-right,left,0,medium,5.23,5
113,gpt-4.1,behind-right,right,0,medium,6.64,5
114,gpt-4.1,behind-right,in-front,0,medium,5.46,5
115,gpt-4.1,behind-right,in-front-right,0,medium,5.14,5
116,gpt-4.1,behind-right,in-front,0,medium,4.58,5
117,gpt-4.1,behind-right,in-front,0,medium,5.82,5
118,gpt-4.1,behind-right,in-front,0,medium,7.61,5
119,gpt-4.1,behind-right,right,0,medium,4.32,5
120,gpt-4.1,behind-right,left,0,medium,6.65,5
121,gpt-4.1,behind-right,right,0,medium,2.87,5
122,gpt-4.1,behind-right,behind,0,medium,6.40,5
123,gpt-4.1,behind-right,in-front,0,medium,4.55,5
124,gpt-4.1,behind-right,in-front-left,0,medium,2.67,5
125,gpt-4.1,behind-right,in-front,0,medium,5.67,5
126,gpt-4.1,behind-right,in-front,0,medium,2.84,5
127,gpt-4.1,behind-right,behind,0,medium,7.31,5
128,gpt-4.1,behind-right,in-front-left,0,medium,6.56,5
129,gpt-4.1,behind-right,in-front-left,0,medium,4.54,5
130,gpt-4.1,behind-right,in-front-left,0,medium,2.42,5
131,gpt-4.1,behind-right,in-front,0,medium,4.18,5
132,gpt-4.1,behind-right,in-front,0,medium,7.01,5
133,gpt-4.1,behind-right,in-front,0,medium,7.88,5
134,gpt-4.1,behind-right,in-front-right,0,medium,6.15,5
135,gpt-4.1,behind-right,in-front-left,0,medium,6.76,5
136,gpt-4.1,behind-right,left,0,medium,5.30,5
137,gpt-4.1,behind-right,in-front-right,0,medium,5.94,5
138,gpt-4.1,behind-right,left,0,medium,4.32,5
139,gpt-4.1,behind-right,in-front,0,medium,5.03,5
140,gpt-4.1,behind-right,in-front-right,0,medium,2.60,5
141,gpt-4.1,behind-right,left,0,medium,5.82,5
142,gpt-4.1,behind-right,in-front,0,medium,8.30,5
143,gpt-4.1,behind-right,in-front,0,medium,5.65,5
144,gpt-4.1,behind-right,in-front,0,medium,4.38,5
145,gpt-4.1,behind-right,behind,0,medium,4.42,5
146,gpt-4.1,behind-right,in-front-left,0,medium,5.54,5
147,gpt-4.1,behind-right,left,0,medium,7.94,5
148,gpt-4.1,behind-right,left,0,medium,5.12,5
149,gpt-4.1,behind-right,in-front,0,medium,3.68,5
150,gpt-4.1,behind-right,in-front-right,0,medium,7.41,5
151,gpt-4.1,right,in-front-right,0,medium,3.85,5
152,gpt-4.1,right,right,1,medium,5.80,5
153,gpt-4.1,right,right,1,medium,9.96,5
154,gpt-4.1,right,left,0,medium,3.80,5
155,gpt-4.1,right,right,1,medium,5.27,5
156,gpt-4.1,right,behind,0,medium,10.88,5
157,gpt-4.1,right,right,1,medium,5.00,5
158,gpt-4.1,right,in-front,0,medium,9.33,5
159,gpt-4.1,right,in-front,0,medium,5.04,5
160,gpt-4.1,right,behind,0,medium,6.32,5
161,gpt-4.1,right,right,1,medium,4.27,5
162,gpt-4.1,right,in-front,0,medium,2.65,5
163,gpt-4.1,right,in-front,0,medium,7.63,5
164,gpt-4.1,right,in-front,0,medium,3.44,5
165,gpt-4.1,right,in-front,0,medium,3.49,5
166,gpt-4.1,right,left,0,medium,9.14,5
167,gpt-4.1,right,in-front,0,medium,6.12,5
168,gpt-4.1,right,behind,0,medium,5.99,5
169,gpt-4.1,right,in-front,0,medium,10.34,5
170,gpt-4.1,right,in-front,0,medium,4.57,5
171,gpt-4.1,right,in-front,0,medium,4.19,5
172,gpt-4.1,right,left,0,medium,5.17,5
173,gpt-4.1,right,in-front,0,medium,6.35,5
174,gpt-4.1,right,behind,0,medium,5.49,5
175,gpt-4.1,right,in-front-left,0,medium,7.20,5
176,gpt-4.1,right,right,1,medium,3.26,5
177,gpt-4.1,right,in-front,0,medium,8.71,5
178,gpt-4.1,right,in-front,0,medium,4.22,5
179,gpt-4.1,right,in-front-left,0,medium,4.86,5
180,gpt-4.1,right,left,0,medium,11.76,5
181,gpt-4.1,right,in-front,0,medium,3.19,5
182,gpt-4.1,right,in-front,0,medium,4.33,5
183,gpt-4.1,right,in-front,0,medium,4.71,5
184,gpt-4.1,right,in-front-left,0,medium,8.37,5
185,gpt-4.1,right,behind,0,medium,3.71,5
186,gpt-4.1,right,right,1,medium,4.35,5
187,gpt-4.1,right,in-front-right,0,medium,9.20,5
188,gpt-4.1,right,behind,0,medium,9.14,5
189,gpt-4.1,right,in-front-left,0,medium,4.44,5
190,gpt-4.1,right,right,1,medium,3.41,5
191,gpt-4.1,right,right,1,medium,4.07,5
192,gpt-4.1,right,right,1,medium,3.58,5
193,gpt-4.1,right,in-front-left,0,medium,9.76,5
194,gpt-4.1,right,in-front,0,medium,5.02,5
195,gpt-4.1,right,in-front-left,0,medium,5.08,5
196,gpt-4.1,right,in-front-left,0,medium,5.85,5
197,gpt-4.1,right,in-front,0,medium,7.23,5
198,gpt-4.1,right,in-front-right,0,medium,5.76,5
199,gpt-4.1,right,left,0,medium,4.14,5
200,gpt-4.1,right,behind,0,medium,4.29,5
201,gpt-4.1,left,right,0,medium,3.77,5
202,gpt-4.1,left,behind,0,medium,6.92,5
203,gpt-4.1,left,in-front,0,medium,4.14,5
204,gpt-4.1,left,behind,0,medium,2.82,5
205,gpt-4.1,left,in-front,0,medium,4.01,5
206,gpt-4.1,left,behind,0,medium,7.42,5
207,gpt-4.1,left,in-front,0,medium,7.82,5
208,gpt-4.1,left,behind,0,medium,3.53,5
209,gpt-4.1,left,in-front,0,medium,4.46,5
210,gpt-4.1,left,in-front,0,medium,9.71,5
211,gpt-4.1,left,behind,0,medium,5.08,5
212,gpt-4.1,left,behind,0,medium,7.77,5
213,gpt-4.1,left,right,0,medium,5.23,5
214,gpt-4.1,left,in-front-left,0,medium,6.03,5
215,gpt-4.1,left,behind,0,medium,8.57,5
216,gpt-4.1,left,in-front,0,medium,8.72,5
217,gpt-4.1,left,in-front,0,medium,2.95,5
218,gpt-4.1,left,in-front,0,medium,2.79,5
219,gpt-4.1,left,in-front,0,medium,3.87,5
220,gpt-4.1,left,in-front,0,medium,6.49,5
221,gpt-4.1,left,right,0,medium,7.08,5
222,gpt-4.1,left,behind,0,medium,3.74,5
223,gpt-4.1,left,in-front-right,0,medium,6.18,5
224,gpt-4.1,left,right,0,medium,3.18,5
225,gpt-4.1,left,in-front,0,medium,6.07,5
226,gpt-4.1,left,in-front,0,medium,4.07,5
227,gpt-4.1,left,in-front,0,medium,5.67,5
228,gpt-4.1,left,behind,0,medium,5.12,5
229,gpt-4.1,left,behind,0,medium,4.39,5
230,gpt-4.1,left,in-front,0,medium,5.64,5
231,gpt-4.1,left,in-front,0,medium,2.32,5
232,gpt-4.1,left,in-front,0,medium,4.50,5
233,gpt-4.1,left,in-front,0,medium,3.18,5
234,gpt-4.1,left,right,0,medium,4.39,5
235,gpt-4.1,left,behind,0,medium,2.66,5
236,gpt-4.1,left,in-front,0,medium,3.59,5
237,gpt-4.1,left,behind,0,medium,5.69,5
238,gpt-4.1,left,right,0,medium,7.00,5
239,gpt-4.1,left,in-front-right,0,medium,10.50,5
240,gpt-4.1,left,behind,0,medium,3.50,5
241,gpt-4.1,left,in-front,0,medium,4.37,5
242,gpt-4.1,left,in-front,0,medium,3.55,5
243,gpt-4.1,left,in-front,0,medium,7.15,5
244,gpt-4.1,left,in-front,0,medium,3.97,5
245,gpt-4.1,left,in-front,0,medium,4.11,5
246,gpt-4.1,left,behind,0,medium,4.05,5
247,gpt-4.1,left,right,0,medium,5.47,5
248,gpt-4.1,left,left,1,medium,2.25,5
249,gpt-4.1,left,in-front,0,medium,4.07,5
250,gpt-4.1,left,right,0,medium,4.87,5
251,gpt-4.1,behind-left,right,0,medium,5.13,5
252,gpt-4.1,behind-left,in-front,0,medium,7.07,5
253,gpt-4.1,behind-left,behind,0,medium,5.84,5
254,gpt-4.1,behind-left,in-front,0,medium,2.89,5
255,gpt-4.1,behind-left,in-front,0,medium,5.17,5
256,gpt-4.1,behind-left,right,0,medium,4.99,5
257,gpt-4.1,behind-left,in-front,0,medium,4.52,5
258,gpt-4.1,behind-left,in-front,0,medium,6.33,5
259,gpt-4.1,behind-left,left,0,medium,6.17,5
260,gpt-4.1,behind-left,in-front,0,medium,6.12,5
261,gpt-4.1,behind-left,in-front,0,medium,3.91,5
262,gpt-4.1,behind-left,in-front,0,medium,6.86,5
263,gpt-4.1,behind-left,in-front,0,medium,4.18,5
264,gpt-4.1,behind-left,in-front,0,medium,8.05,5
265,gpt-4.1,behind-left,behind,0,medium,7.07,5
266,gpt-4.1,behind-left,in-front,0,medium,3.26,5
267,gpt-4.1,behind-left,in-front-right,0,medium,6.90,5
268,gpt-4.1,behind-left,left,0,medium,3.25,5
269,gpt-4.1,behind-left,right,0,medium,7.50,5
270,gpt-4.1,behind-left,in-front,0,medium,9.43,5
271,gpt-4.1,behind-left,in-front-right,0,medium,5.90,5
272,gpt-4.1,behind-left,right,0,medium,4.71,5
273,gpt-4.1,behind-left,in-front,0,medium,9.46,5
274,gpt-4.1,behind-left,in-front-right,0,medium,6.04,5
275,gpt-4.1,behind-left,in-front-left,0,medium,10.22,5
276,gpt-4.1,behind-left,left,0,medium,2.84,5
277,gpt-4.1,behind-left,in-front-right,0,medium,12.09,5
278,gpt-4.1,behind-left,in-front,0,medium,3.99,5
279,gpt-4.1,behind-left,right,0,medium,3.89,5
280,gpt-4.1,behind-left,right,0,medium,4.79,5
281,gpt-4.1,behind-left,in-front,0,medium,6.03,5
282,gpt-4.1,behind-left,in-front-right,0,medium,4.26,5
283,gpt-4.1,behind-left,in-front,0,medium,6.75,5
284,gpt-4.1,behind-left,in-front,0,medium,5.68,5
285,gpt-4.1,behind-left,in-front,0,medium,3.54,5
286,gpt-4.1,behind-left,behind,0,medium,7.17,5
287,gpt-4.1,behind-left,left,0,medium,3.99,5
288,gpt-4.1,behind-left,in-front-right,0,medium,3.72,5
289,gpt-4.1,behind-left,behind,0,medium,8.51,5
290,gpt-4.1,behind-left,in-front-right,0,medium,13.41,5
291,gpt-4.1,behind-left,in-front-right,0,medium,15.60,5
292,gpt-4.1,behind-left,in-front,0,medium,4.44,5
293,gpt-4.1,behind-left,in-front,0,medium,4.64,5
294,gpt-4.1,behind-left,in-front,0,medium,6.45,5
295,gpt-4.1,behind-left,in-front,0,medium,6.80,5
296,gpt-4.1,behind-left,in-front,0,medium,2.89,5
297,gpt-4.1,behind-left,left,0,medium,5.99,5
298,gpt-4.1,behind-left,in-front,0,medium,5.51,5
299,gpt-4.1,behind-left,right,0,medium,2.15,5
300,gpt-4.1,behind-left,in-front,0,medium,4.03,5
301,gpt-4.1,in-front-right,in-front,0,medium,5.94,5
302,gpt-4.1,in-front-right,in-front,0,medium,3.24,5
303,gpt-4.1,in-front-right,right,0,medium,5.84,5
304,gpt-4.1,in-front-right,in-front,0,medium,6.29,5
305,gpt-4.1,in-front-right,behind,0,medium,2.93,5
306,gpt-4.1,in-front-right,left,0,medium,12.85,5
307,gpt-4.1,in-front-right,left,0,medium,4.86,5
308,gpt-4.1,in-front-right,left,0,medium,7.76,5
309,gpt-4.1,in-front-right,behind,0,medium,6.07,5
310,gpt-4.1,in-front-right,right,0,medium,3.00,5
311,gpt-4.1,in-front-right,in-front,0,medium,4.56,5
312,gpt-4.1,in-front-right,in-front-left,0,medium,3.98,5
313,gpt-4.1,in-front-right,right,0,medium,7.17,5
314,gpt-4.1,in-front-right,in-front,0,medium,4.77,5
315,gpt-4.1,in-front-right,in-front,0,medium,5.56,5
316,gpt-4.1,in-front-right,in-front,0,medium,4.94,5
317,gpt-4.1,in-front-right,in-front,0,medium,5.81,5
318,gpt-4.1,in-front-right,behind,0,medium,7.27,5
319,gpt-4.1,in-front-right,behind,0,medium,6.35,5
320,gpt-4.1,in-front-right,right,0,medium,2.93,5
321,gpt-4.1,in-front-right,behind,0,medium,6.18,5
322,gpt-4.1,in-front-right,behind,0,medium,7.25,5
323,gpt-4.1,in-front-right,in-front,0,medium,7.63,5
324,gpt-4.1,in-front-right,left,0,medium,4.06,5
325,gpt-4.1,in-front-right,left,0,medium,8.13,5
326,gpt-4.1,in-front-right,behind,0,medium,4.46,5
327,gpt-4.1,in-front-right,left,0,medium,7.37,5
328,gpt-4.1,in-front-right,in-front-right,1,medium,6.38,5
329,gpt-4.1,in-front-right,in-front,0,medium,3.97,5
330,gpt-4.1,in-front-right,in-front,0,medium,5.75,5
331,gpt-4.1,in-front-right,left,0,medium,3.14,5
332,gpt-4.1,in-front-right,in-front,0,medium,5.20,5
333,gpt-4.1,in-front-right,in-front,0,medium,3.72,5
334,gpt-4.1,in-front-right,behind,0,medium,3.94,5
335,gpt-4.1,in-front-right,in-front,0,medium,4.57,5
336,gpt-4.1,in-front-right,in-front,0,medium,6.70,5
337,gpt-4.1,in-front-right,behind,0,medium,3.44,5
338,gpt-4.1,in-front-right,in-front,0,medium,4.16,5
339,gpt-4.1,in-front-right,behind,0,medium,5.73,5
340,gpt-4.1,in-front-right,in-front-left,0,medium,4.03,5
341,gpt-4.1,in-front-right,behind,0,medium,4.32,5
342,gpt-4.1,in-front-right,in-front,0,medium,7.11,5
343,gpt-4.1,in-front-right,behind,0,medium,7.89,5
344,gpt-4.1,in-front-right,in-front,0,medium,4.62,5
345,gpt-4.1,in-front-right,behind,0,medium,7.44,5
346,gpt-4.1,in-front-right,behind,0,medium,5.27,5
347,gpt-4.1,in-front-right,in-front-left,0,medium,7.47,5
348,gpt-4.1,in-front-right,in-front,0,medium,7.12,5
349,gpt-4.1,in-front-right,left,0,medium,2.76,5
350,gpt-4.1,in-front-right,in-front,0,medium,5.30,5
351,gpt-4.1,behind,in-front,0,medium,4.68,5
352,gpt-4.1,behind,right,0,medium,38.20,5
353,gpt-4.1,behind,left,0,medium,6.37,5
354,gpt-4.1,behind,in-front,0,medium,5.57,5
355,gpt-4.1,behind,in-front-left,0,medium,6.48,5
356,gpt-4.1,behind,in-front,0,medium,6.88,5
357,gpt-4.1,behind,in-front,0,medium,3.66,5
358,gpt-4.1,behind,in-front,0,medium,3.77,5
359,gpt-4.1,behind,in-front,0,medium,5.68,5
360,gpt-4.1,behind,in-front,0,medium,5.18,5
361,gpt-4.1,behind,in-front-right,0,medium,4.66,5
362,gpt-4.1,behind,in-front,0,medium,2.61,5
363,gpt-4.1,behind,in-front-right,0,medium,9.23,5
364,gpt-4.1,behind,right,0,medium,3.21,5
365,gpt-4.1,behind,behind,1,medium,4.66,5
366,gpt-4.1,behind,in-front,0,medium,3.89,5
367,gpt-4.1,behind,in-front,0,medium,4.35,5
368,gpt-4.1,behind,in-front,0,medium,5.85,5
369,gpt-4.1,behind,behind,1,medium,6.14,5
370,gpt-4.1,behind,in-front,0,medium,7.72,5
371,gpt-4.1,behind,behind,1,medium,3.76,5
372,gpt-4.1,behind,behind,1,medium,5.42,5
373,gpt-4.1,behind,right,0,medium,6.87,5
374,gpt-4.1,behind,in-front-right,0,medium,8.69,5
375,gpt-4.1,behind,left,0,medium,4.00,5
376,gpt-4.1,behind,behind,1,medium,4.16,5
377,gpt-4.1,behind,in-front,0,medium,6.19,5
378,gpt-4.1,behind,behind,1,medium,7.15,5
379,gpt-4.1,behind,left,0,medium,5.16,5
380,gpt-4.1,behind,left,0,medium,3.29,5
381,gpt-4.1,behind,in-front,0,medium,10.00,5
382,gpt-4.1,behind,left,0,medium,4.46,5
383,gpt-4.1,behind,right,0,medium,7.04,5
384,gpt-4.1,behind,in-front-right,0,medium,4.31,5
385,gpt-4.1,behind,left,0,medium,6.58,5
386,gpt-4.1,behind,in-front-right,0,medium,6.19,5
387,gpt-4.1,behind,in-front,0,medium,7.07,5
388,gpt-4.1,behind,in-front-right,0,medium,2.90,5
389,gpt-4.1,behind,in-front,0,medium,4.95,5
390,gpt-4.1,behind,left,0,medium,6.80,5
391,gpt-4.1,behind,left,0,medium,2.19,5
392,gpt-4.1,behind,left,0,medium,8.64,5
393,gpt-4.1,behind,in-front,0,medium,3.29,5
394,gpt-4.1,behind,behind,1,medium,4.32,5
395,gpt-4.1,behind,in-front,0,medium,3.67,5
396,gpt-4.1,behind,left,0,medium,4.41,5
397,gpt-4.1,behind,in-front,0,medium,3.78,5
398,gpt-4.1,behind,in-front,0,medium,4.07,5
399,gpt-4.1,behind,in-front,0,medium,8.13,5
400,gpt-4.1,behind,in-front,0,medium,2.64,5
401,gpt-4.1,right,in-front-right,0,medium,9.05,5
402,gpt-4.1,right,in-front,0,medium,3.55,5
403,gpt-4.1,right,behind,0,medium,4.66,5
404,gpt-4.1,right,left,0,medium,8.28,5
405,gpt-4.1,right,in-front-left,0,medium,3.58,5
406,gpt-4.1,right,right,1,medium,2.66,5
407,gpt-4.1,right,in-front,0,medium,2.78,5
408,gpt-4.1,right,in-front-left,0,medium,6.53,5
409,gpt-4.1,right,in-front,0,medium,5.87,5
410,gpt-4.1,right,right,1,medium,5.23,5
411,gpt-4.1,right,behind,0,medium,5.18,5
412,gpt-4.1,right,in-front-right,0,medium,4.50,5
413,gpt-4.1,right,right,1,medium,2.52,5
414,gpt-4.1,right,in-front,0,medium,5.90,5
415,gpt-4.1,right,in-front-left,0,medium,3.58,5
416,gpt-4.1,right,in-front,0,medium,2.52,5
417,gpt-4.1,right,in-front,0,medium,4.27,5
418,gpt-4.1,right,in-front-right,0,medium,7.80,5
419,gpt-4.1,right,left,0,medium,7.27,5
420,gpt-4.1,right,left,0,medium,7.08,5
421,gpt-4.1,right,in-front-right,0,medium,8.27,5
422,gpt-4.1,right,in-front-left,0,medium,6.28,5
423,gpt-4.1,right,in-front,0,medium,8.43,5
424,gpt-4.1,right,in-front,0,medium,2.29,5
425,gpt-4.1,right,left,0,medium,2.24,5
426,gpt-4.1,right,in-front-right,0,medium,3.59,5
427,gpt-4.1,right,behind,0,medium,6.19,5
428,gpt-4.1,right,in-front-left,0,medium,8.81,5
429,gpt-4.1,right,in-front,0,medium,2.16,5
430,gpt-4.1,right,in-front-right,0,medium,3.73,5
431,gpt-4.1,right,behind,0,medium,7.41,5
432,gpt-4.1,right,in-front-right,0,medium,5.80,5
433,gpt-4.1,right,in-front,0,medium,2.66,5
434,gpt-4.1,right,in-front-right,0,medium,5.87,5
435,gpt-4.1,right,right,1,medium,2.77,5
436,gpt-4.1,right,in-front,0,medium,8.31,5
437,gpt-4.1,right,in-front,0,medium,4.89,5
438,gpt-4.1,right,in-front,0,medium,3.14,5
439,gpt-4.1,right,right,1,medium,2.77,5
440,gpt-4.1,right,in-front-right,0,medium,4.49,5
441,gpt-4.1,right,in-front-right,0,medium,3.93,5
442,gpt-4.1,right,in-front,0,medium,5.06,5
443,gpt-4.1,right,left,0,medium,6.23,5
444,gpt-4.1,right,right,1,medium,2.45,5
445,gpt-4.1,right,in-front,0,medium,3.79,5
446,gpt-4.1,right,in-front-right,0,medium,5.12,5
447,gpt-4.1,right,behind,0,medium,4.85,5
448,gpt-4.1,right,in-front,0,medium,2.66,5
449,gpt-4.1,right,right,1,medium,4.30,5
450,gpt-4.1,right,in-front-right,0,medium,4.96,5
451,gpt-4.1,left,behind,0,medium,9.96,5
452,gpt-4.1,left,in-front,0,medium,4.83,5
453,gpt-4.1,left,behind,0,medium,5.72,5
454,gpt-4.1,left,in-front-left,0,medium,3.83,5
455,gpt-4.1,left,in-front-right,0,medium,6.39,5
456,gpt-4.1,left,in-front,0,medium,7.03,5
457,gpt-4.1,left,in-front-left,0,medium,4.74,5
458,gpt-4.1,left,in-front,0,medium,4.57,5
459,gpt-4.1,left,in-front,0,medium,4.89,5
460,gpt-4.1,left,behind,0,medium,7.65,5
461,gpt-4.1,left,in-front,0,medium,6.56,5
462,gpt-4.1,left,in-front,0,medium,2.10,5
463,gpt-4.1,left,in-front-right,0,medium,4.24,5
464,gpt-4.1,left,in-front,0,medium,5.27,5
465,gpt-4.1,left,right,0,medium,5.19,5
466,gpt-4.1,left,in-front,0,medium,12.00,5
467,gpt-4.1,left,in-front-left,0,medium,4.32,5
468,gpt-4.1,left,left,1,medium,6.58,5
469,gpt-4.1,left,left,1,medium,2.38,5
470,gpt-4.1,left,in-front-right,0,medium,7.31,5
471,gpt-4.1,left,right,0,medium,2.85,5
472,gpt-4.1,left,left,1,medium,2.58,5
473,gpt-4.1,left,in-front,0,medium,7.61,5
474,gpt-4.1,left,left,1,medium,2.30,5
475,gpt-4.1,left,left,1,medium,2.04,5
476,gpt-4.1,left,left,1,medium,2.07,5
477,gpt-4.1,left,right,0,medium,2.43,5
478,gpt-4.1,left,left,1,medium,1.77,5
479,gpt-4.1,left,right,0,medium,7.22,5
480,gpt-4.1,left,in-front,0,medium,3.33,5
481,gpt-4.1,left,in-front,0,medium,7.48,5
482,gpt-4.1,left,in-front-right,0,medium,8.34,5
483,gpt-4.1,left,right,0,medium,5.07,5
484,gpt-4.1,left,behind,0,medium,7.97,5
485,gpt-4.1,left,right,0,medium,3.75,5
486,gpt-4.1,left,in-front-left,0,medium,5.62,5
487,gpt-4.1,left,behind,0,medium,9.43,5
488,gpt-4.1,left,behind,0,medium,5.41,5
489,gpt-4.1,left,in-front,0,medium,7.00,5
490,gpt-4.1,left,left,1,medium,1.90,5
